candidate_id,concept,facet_id,automatic_decision,mean_target_score,mean_target_margin,manual_decision,manual_notes,description
slot_01__rabbit__r07__c485,rabbit,coat_color_texture,reject,0.030967559665441513,-0.9272499419748783,unset,,Smooth tan hair above a pale belly defines a white-tailed browser.
slot_01__rabbit__r08__c561,rabbit,coat_color_texture,reject,0.18624098598957062,-0.34927259385585785,unset,,A softly lit burrow resident shows soft brown fur mottled like dry grass.
slot_01__rabbit__r08__c562,rabbit,coat_color_texture,rejected,0.705089603861173,0.4193175435066223,unset,,A softly lit long-eared grazer reveals smooth tan hair above a pale belly.
slot_01__rabbit__r08__c565,rabbit,coat_color_texture,reject,0.0006914513069204986,-0.8443762881797738,unset,,A softly lit meadow grazer shows velvety gray fur around a bright white tail.
slot_01__rabbit__r08__c567,rabbit,coat_color_texture,borderline,0.19997169077396393,-0.017873629927635193,unset,,A softly lit hind-legged browser carries smooth tan hair above a pale belly.
slot_01__rabbit__r09__c643,rabbit,coat_color_texture,reject,0.0017184843309223652,-0.990572668146342,unset,,A softly lit white-tailed browser displays soft brown fur mottled like dry grass.
slot_01__rabbit__r09__c644,rabbit,coat_color_texture,reject,0.14971932768821716,-0.4883716404438019,unset,,A softly lit meadow grazer shows smooth tan hair above a pale belly.
slot_01__rabbit__r09__c647,rabbit,coat_color_texture,reject,0.052634190768003464,-0.5298779495060444,unset,,A softly lit clover grazer displays velvety gray fur around a bright white tail.
slot_01__rabbit__r09__c648,rabbit,coat_color_texture,rejected,0.22159057762473822,-0.3353776494041085,unset,,A softly lit garden nibbler shows soft brown fur mottled like dry grass.
slot_01__rabbit__r10__c721,rabbit,coat_color_texture,borderline,0.14319604635238647,-0.060021668672561646,unset,,A softly lit burrow nibbler carries smooth tan hair above a pale belly.
slot_01__rabbit__r10__c722,rabbit,coat_color_texture,borderline,0.3489696979522705,-0.027452945709228516,unset,,A softly lit white-tailed browser displays a warm chestnut coat blending into meadow soil.
slot_01__rabbit__r10__c723,rabbit,coat_color_texture,borderline,0.13606052100658417,-0.13876201212406158,unset,,A softly lit meadow grazer shows a dense white winter coat with gray ear tips.
slot_01__rabbit__r10__c725,rabbit,coat_color_texture,reject,0.0011123899603262544,-0.9841507192468271,unset,,A softly lit hind-legged browser carries soft brown fur mottled like dry grass.
slot_01__rabbit__r11__c802,rabbit,coat_color_texture,borderline,0.197929248213768,-0.0656709223985672,unset,,A softly lit meadow grazer shows soft brown fur mottled like dry grass.
slot_01__rabbit__r11__c804,rabbit,coat_color_texture,reject,0.00014447401918005198,-0.9954670147999423,unset,,A softly lit hind-legged browser carries a warm chestnut coat blending into meadow soil.
slot_01__rabbit__r11__c805,rabbit,coat_color_texture,reject,0.040098026394844055,-0.48484985530376434,unset,,A softly lit clover grazer displays a dense white winter coat with gray ear tips.
slot_01__rabbit__r11__c807,rabbit,coat_color_texture,reject,0.0235895998775959,-0.4704638235270977,unset,,A softly lit velvet-eared browser reveals soft brown fur mottled like dry grass.
slot_01__rabbit__r12__c881,rabbit,coat_color_texture,accepted,0.3707871238390605,0.09065798918406169,unset,,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.
slot_01__rabbit__r12__c884,rabbit,coat_color_texture,reject,0.01264902576804161,-0.6666767336428165,unset,,A softly lit clover grazer displays soft brown fur mottled like dry grass.
slot_01__rabbit__r12__c885,rabbit,coat_color_texture,borderline,0.19385536015033722,-0.031015217304229736,unset,,A softly lit garden nibbler shows smooth tan hair above a pale belly.
slot_01__rabbit__r12__c886,rabbit,coat_color_texture,reject,0.009468698874115944,-0.8550662752240896,unset,,A softly lit velvet-eared browser reveals a warm chestnut coat blending into meadow soil.
slot_01__wolf__r01__c001,wolf,coat_color_texture,reject,0.006348826922476292,-0.9174450254067779,unset,,A broad-pawed northern hunter has a thick charcoal coat around a lighter chest.
slot_01__wolf__r01__c002,wolf,coat_color_texture,accepted,0.900397539138794,0.8207122584184011,unset,,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.
slot_02__deer__r01__c001,deer,coat_color_texture,reject,0.003870578482747078,-0.991023687645793,unset,,Dark brown hair along a lighter throat patch defines a slender-legged herd grazer.
slot_02__deer__r01__c002,deer,coat_color_texture,reject,0.014557914808392525,-0.9546212386339903,unset,,An alert brown woodland browser carries coarse gray winter hair above a pale rump.
slot_02__deer__r02__c081,deer,coat_color_texture,accepted,0.9951232075691223,0.9920519358129241,unset,,A branch-antlered visitor shows a smooth reddish-brown summer coat.
slot_02__deer__r02__c083,deer,coat_color_texture,reject,0.014311441220343113,-0.9614533698186278,unset,,A long-legged browser has dark brown hair along a lighter throat patch.
slot_02__horse__r01__c002,horse,coat_color_texture,accepted,0.9992216229438782,0.9989037476285981,unset,,Smooth black hair with a white facial blaze defines a bridled stable companion.
slot_02__horse__r01__c003,horse,coat_color_texture,accepted,0.8489901026089987,0.7527161101655414,unset,,A muscular farmyard runner carries warm bay coloring above dark lower legs.
slot_02__rabbit__r01__c001,rabbit,coat_color_texture,borderline,0.013157387264072895,-0.3328061504289508,unset,,A quick-footed burrow resident carries a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r01__c002,rabbit,coat_color_texture,reject,0.007656916975975037,-0.8628125339746475,unset,,A dense white winter coat with gray ear tips marks a round-eyed clover browser.
slot_02__rabbit__r02__c081,rabbit,coat_color_texture,rejected,0.2799440721670787,-0.022247403860092163,unset,,Soft brown fur mottled like dry grass is visible on a clover grazer.
slot_02__rabbit__r02__c082,rabbit,coat_color_texture,borderline,0.10810939222574234,-0.09385358542203903,unset,,A garden nibbler has smooth tan hair above a pale belly.
slot_02__rabbit__r03__c161,rabbit,coat_color_texture,borderline,0.12803874909877777,-0.19901131093502045,unset,,A garden nibbler reveals a dense white winter coat with gray ear tips.
slot_02__rabbit__r03__c162,rabbit,coat_color_texture,reject,0.002917950041592121,-0.951709265820682,unset,,Velvety gray fur around a bright white tail identifies a velvet-eared browser.
slot_02__rabbit__r04__c241,rabbit,coat_color_texture,reject,0.018264060840010643,-0.5406895224004984,unset,,Smooth tan hair above a pale belly defines a velvet-eared browser.
slot_02__rabbit__r04__c242,rabbit,coat_color_texture,borderline,0.054627224802970886,-0.2992777079343796,unset,,A burrow resident carries a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r04__c243,rabbit,coat_color_texture,reject,0.14486321806907654,-0.6920776665210724,unset,,A dense white winter coat with gray ear tips marks a long-eared grazer.
slot_02__rabbit__r04__c244,rabbit,coat_color_texture,reject,0.003223977517336607,-0.9646766562946141,unset,,A burrow nibbler reveals velvety gray fur around a bright white tail.
slot_02__rabbit__r05__c321,rabbit,coat_color_texture,reject,0.05951434001326561,-0.8089851178228855,unset,,A burrow resident shows velvety gray fur around a bright white tail.
slot_02__rabbit__r05__c323,rabbit,coat_color_texture,borderline,0.32238662242889404,-0.03300991654396057,unset,,A burrow nibbler has smooth tan hair above a pale belly.
slot_02__rabbit__r05__c324,rabbit,coat_color_texture,reject,0.3150319457054138,-0.24549877643585205,unset,,A warm chestnut coat blending into meadow soil defines a white-tailed browser.
slot_02__rabbit__r05__c325,rabbit,coat_color_texture,reject,0.009478878229856491,-0.6947160251438618,unset,,A meadow grazer carries a dense white winter coat with gray ear tips.
slot_02__rabbit__r06__c401,rabbit,coat_color_texture,reject,0.0016899594338610768,-0.8312796464888379,unset,,A warm chestnut coat blending into meadow soil marks a long-eared grazer.
slot_02__rabbit__r06__c402,rabbit,coat_color_texture,reject,0.0021078630816191435,-0.6971667960751802,unset,,A burrow nibbler reveals a dense white winter coat with gray ear tips.
slot_02__rabbit__r06__c403,rabbit,coat_color_texture,reject,0.05823628976941109,-0.6196466200053692,unset,,Velvety gray fur around a bright white tail identifies a white-tailed browser.
slot_02__rabbit__r06__c404,rabbit,coat_color_texture,borderline,0.0022386484779417515,-0.38719643419608474,unset,,A meadow grazer shows soft brown fur mottled like dry grass.
slot_02__rabbit__r07__c481,rabbit,coat_color_texture,reject,0.14116913080215454,-0.3576710820198059,unset,,A burrow nibbler has soft brown fur mottled like dry grass.
slot_02__rabbit__r07__c482,rabbit,coat_color_texture,reject,0.030967559665441513,-0.9272499419748783,unset,,Smooth tan hair above a pale belly defines a white-tailed browser.
slot_02__rabbit__r07__c483,rabbit,coat_color_texture,reject,0.000941461359616369,-0.9715336501249112,unset,,A meadow grazer carries a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r07__c485,rabbit,coat_color_texture,reject,0.026891198009252548,-0.7244515754282475,unset,,A hind-legged browser reveals velvety gray fur around a bright white tail.
slot_02__rabbit__r08__c562,rabbit,coat_color_texture,reject,0.006629174575209618,-0.7428666893392801,unset,,A finely detailed meadow grazer shows velvety gray fur around a bright white tail.
slot_02__rabbit__r08__c564,rabbit,coat_color_texture,borderline,0.1347324699163437,-0.08328355848789215,unset,,A finely detailed hind-legged browser carries smooth tan hair above a pale belly.
slot_02__rabbit__r08__c565,rabbit,coat_color_texture,reject,0.02117866277694702,-0.5336425304412842,unset,,A finely detailed clover grazer displays a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r08__c568,rabbit,coat_color_texture,rejected,0.4723727585126956,0.17907989583909512,unset,,A finely detailed burrow resident carries soft brown fur mottled like dry grass.
slot_02__rabbit__r09__c641,rabbit,coat_color_texture,rejected,0.2486932436004281,-0.11159329519917567,unset,,A finely detailed meadow grazer shows smooth tan hair above a pale belly.
slot_02__rabbit__r09__c644,rabbit,coat_color_texture,borderline,0.2825804178913434,-0.06481380512317021,unset,,A finely detailed clover grazer displays velvety gray fur around a bright white tail.
slot_02__rabbit__r09__c645,rabbit,coat_color_texture,reject,0.01852901093661785,-0.9063066113740206,unset,,A finely detailed garden nibbler shows soft brown fur mottled like dry grass.
slot_02__rabbit__r09__c646,rabbit,coat_color_texture,borderline,0.13065733015537262,-0.0873776525259018,unset,,A finely detailed velvet-eared browser reveals smooth tan hair above a pale belly.
slot_02__rabbit__r10__c722,rabbit,coat_color_texture,reject,0.015524500980973244,-0.5665571745485067,unset,,A finely detailed hind-legged browser carries soft brown fur mottled like dry grass.
slot_02__rabbit__r10__c723,rabbit,coat_color_texture,rejected,0.13631976085404554,-0.2926639871050914,unset,,A finely detailed clover grazer displays smooth tan hair above a pale belly.
slot_02__rabbit__r10__c724,rabbit,coat_color_texture,reject,0.11802283674478531,-0.6970876082777977,unset,,A finely detailed garden nibbler shows a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r10__c726,rabbit,coat_color_texture,reject,0.05393993481993675,-0.8009287156164646,unset,,A finely detailed burrow resident carries velvety gray fur around a bright white tail.
slot_02__rabbit__r11__c801,rabbit,coat_color_texture,reject,0.0005063434946350753,-0.7153740504872985,unset,,A finely detailed hind-legged browser carries a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r11__c802,rabbit,coat_color_texture,borderline,0.019183894619345665,-0.3942651245743036,unset,,A finely detailed clover grazer displays a dense white winter coat with gray ear tips.
slot_02__rabbit__r11__c804,rabbit,coat_color_texture,reject,0.009617168456315994,-0.5039999298751354,unset,,A finely detailed velvet-eared browser reveals soft brown fur mottled like dry grass.
slot_02__rabbit__r11__c805,rabbit,coat_color_texture,borderline,0.326930637160937,0.04899109403292338,unset,,A finely detailed burrow resident carries smooth tan hair above a pale belly.
slot_02__rabbit__r12__c881,rabbit,coat_color_texture,reject,0.022564366459846497,-0.5079011768102646,unset,,A finely detailed clover grazer displays soft brown fur mottled like dry grass.
slot_02__rabbit__r12__c882,rabbit,coat_color_texture,accepted,0.5160419940948486,0.24063361684481302,unset,,A finely detailed garden nibbler shows smooth tan hair above a pale belly.
slot_02__rabbit__r12__c883,rabbit,coat_color_texture,reject,0.04175948351621628,-0.5486622527241707,unset,,A finely detailed velvet-eared browser reveals a warm chestnut coat blending into meadow soil.
slot_02__rabbit__r12__c884,rabbit,coat_color_texture,reject,0.001075174892321229,-0.6463947629090399,unset,,A finely detailed burrow resident carries a dense white winter coat with gray ear tips.
slot_02__wolf__r01__c001,wolf,coat_color_texture,accepted,0.8309464653333029,0.7384917065501213,unset,,Mottled gray hair blending into snowy brush marks a bushy-tailed forest tracker.
slot_02__wolf__r01__c002,wolf,coat_color_texture,accepted,0.9411676327387491,0.8902662564069033,unset,,A pale-muzzled pack sentinel reveals dense silver-brown fur suited to winter.
slot_03__deer__r01__c001,deer,coat_color_texture,reject,0.02560967393219471,-0.9409432988613844,unset,,Long-legged herd grazer becomes recognizable through a smooth reddish-brown summer coat near a quiet fence line.
slot_03__deer__r01__c003,deer,coat_color_texture,accepted,0.9974379142125448,0.9963856251755109,unset,,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.
slot_03__horse__r01__c001,horse,coat_color_texture,accepted,0.988929828008016,0.9837711054521302,unset,,"Beside a shallow stream bank, upright-eared pasture grazer reveals a glossy chestnut coat beneath a dark mane."
slot_03__horse__r01__c004,horse,coat_color_texture,accepted,0.9992859363555908,0.9990469701976205,unset,,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.
slot_03__rabbit__r01__c001,rabbit,coat_color_texture,reject,0.20954269170761108,-0.5211081504821777,unset,,A clear view shows short-tailed garden browser with soft brown fur mottled like dry grass near soft morning light.
slot_03__rabbit__r01__c002,rabbit,coat_color_texture,reject,0.35858866572380066,-0.18204930424690247,unset,,Twitch-nosed ground dweller displays smooth tan hair above a pale belly beside a sunlit garden path.
slot_03__rabbit__r02__c081,rabbit,coat_color_texture,reject,0.0007362658507190645,-0.5615772908204235,unset,,Twitch-nosed ground dweller carries a dense white winter coat with gray ear tips across soft morning light.
slot_03__rabbit__r02__c082,rabbit,coat_color_texture,accepted,0.6691283086935679,0.48798136385933805,unset,,"Beside a sunlit garden path, long-eared meadow grazer reveals velvety gray fur around a bright white tail."
slot_03__wolf__r01__c001,wolf,coat_color_texture,reject,0.04861433804035187,-0.6207064837217331,unset,,Social mountain hunter displays a layered gray coat with pale guard hairs beside a calm farmyard.
slot_03__wolf__r01__c002,wolf,coat_color_texture,reject,0.06897889822721481,-0.7480970099568367,unset,,"Within scattered autumn leaves, pale-muzzled forest sentinel demonstrates dark saddle markings across coarse back fur."
slot_03__wolf__r02__c081,wolf,coat_color_texture,reject,0.19070856273174286,-0.34686119854450226,unset,,"Beside a calm farmyard, pale-muzzled forest sentinel reveals dense silver-brown fur suited to winter."
slot_03__wolf__r02__c082,wolf,coat_color_texture,borderline,0.193842813372612,-0.23827017843723297,unset,,Gray pack hunter becomes recognizable through a thick charcoal coat around a lighter chest near scattered autumn leaves.
slot_03__wolf__r03__c161,wolf,coat_color_texture,borderline,0.27214963485797244,-0.054565844436486564,unset,,Dark saddle markings across coarse back fur distinguishes gray pack hunter near a calm farmyard.
slot_03__wolf__r03__c162,wolf,coat_color_texture,borderline,0.20546722412109375,-0.12604567408561707,unset,,"Against scattered autumn leaves, mottled gray hair blending into snowy brush defines long-legged forest tracker."
slot_03__wolf__r04__c241,wolf,coat_color_texture,reject,0.032840486615896225,-0.8384411372244358,unset,,A clear view shows wild gray pack predator with a thick charcoal coat around a lighter chest near a calm farmyard.
slot_03__wolf__r04__c242,wolf,coat_color_texture,accepted,0.9713086485862732,0.9561379801016301,unset,,Broad-pawed northern pack tracker displays a layered gray coat with pale guard hairs beside scattered autumn leaves.
slot_03__wolf__r04__c243,wolf,coat_color_texture,reject,0.004124671220779419,-0.9581635296344757,unset,,"Within a patch of dense brush, amber-eyed wilderness pack sentinel demonstrates dark saddle markings across coarse back fur."
slot_03__wolf__r04__c244,wolf,coat_color_texture,rejected,0.5212179819742838,0.2025048310558001,unset,,Mottled gray hair blending into snowy brush distinguishes long-legged snow pack hunter near an open grassy clearing.
slot_04__deer__r01__c001,deer,coat_color_texture,accepted,0.9726875027020773,0.9611924793571234,unset,,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible."
slot_04__deer__r01__c002,deer,coat_color_texture,rejected,0.6543255150318146,0.3588619651272893,unset,,"A spotted chestnut coat blending with leaf litter distinguishes white-tailed meadow visitor near a narrow riverside path, where the background preserves its outline."
slot_04__horse__r01__c001,horse,coat_color_texture,accepted,0.9988543589909872,0.9983823616930749,unset,,"Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush, while soft light preserves surface detail."
slot_04__horse__r01__c002,horse,coat_color_texture,reject,0.09686218202114105,-0.5225466638803482,unset,,"Within an open grassy clearing, flowing-tailed field grazer demonstrates warm bay coloring above dark lower legs, where the pose shows balanced proportions."
slot_04__horse__r02__c081,horse,coat_color_texture,reject,0.0003108635719399899,-0.5125830516044516,unset,,"Beside a patch of dense brush, flowing-tailed field grazer reveals a dappled gray coat over muscular shoulders; soft light preserves surface detail."
slot_04__horse__r02__c082,horse,coat_color_texture,accepted,0.989275852839152,0.9848849976745745,unset,,"Single-hoofed riding companion becomes recognizable through a pale golden coat beside a flowing cream mane, while the pose shows balanced proportions."
slot_04__horse__r03__c161,horse,coat_color_texture,accepted,0.9966049989064535,0.9956627667803938,unset,,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail."
slot_04__horse__r03__c163,horse,coat_color_texture,accepted,0.8198999563852946,0.6697733470549186,unset,,"Tall long-faced grazer carries a dappled gray coat over muscular shoulders across a weathered wooden gate; meanwhile, the moment appears unstaged."
slot_04__rabbit__r01__c001,rabbit,coat_color_texture,reject,0.0036200208123773336,-0.8549333291593939,unset,,"A dense white winter coat with gray ear tips distinguishes soft-coated burrow dweller near a pale winter field, where the setting supports the behavior."
slot_04__rabbit__r01__c002,rabbit,coat_color_texture,reject,0.026895593851804733,-0.5735084898769855,unset,,"Against a broad dirt trail, velvety gray fur around a bright white tail defines small hind-legged field browser; surrounding plants provide scale."
slot_04__rabbit__r02__c081,rabbit,coat_color_texture,reject,0.1515377163887024,-0.5444530248641968,unset,,"A clear view shows small hind-legged field browser with smooth tan hair above a pale belly, as the setting supports the behavior."
slot_04__rabbit__r02__c082,rabbit,coat_color_texture,borderline,0.14284832775592804,-0.1802377551794052,unset,,"White-tailed garden visitor displays a warm chestnut coat blending into meadow soil beside a broad dirt trail, while surrounding plants provide scale."
slot_04__rabbit__r03__c161,rabbit,coat_color_texture,reject,0.017338931560516357,-0.5819785594940186,unset,,"White-tailed garden visitor carries velvety gray fur around a bright white tail across a pale winter field; meanwhile, the setting supports the behavior."
slot_04__rabbit__r03__c162,rabbit,coat_color_texture,reject,0.2932974100112915,-0.24990397691726685,unset,,"Beside a broad dirt trail, round-eyed grassland nibbler reveals soft brown fur mottled like dry grass; surrounding plants provide scale."
slot_04__rabbit__r04__c241,rabbit,coat_color_texture,reject,0.00282652722671628,-0.8678874219767749,unset,,"Within a pale winter field, compact garden grazer with powerful hind legs demonstrates a warm chestnut coat blending into meadow soil, where the setting supports the behavior."
slot_04__rabbit__r04__c243,rabbit,coat_color_texture,reject,0.06629085540771484,-0.6116217970848083,unset,,"Against a quiet fence line, velvety gray fur around a bright white tail defines quick-footed white-tailed field browser; the posture remains natural."
slot_04__rabbit__r04__c244,rabbit,coat_color_texture,reject,0.0026529906317591667,-0.7821438433602452,unset,,"Velvet-eared ground grazer carries soft brown fur mottled like dry grass across low evening light; meanwhile, nearby tracks indicate scale."
slot_04__rabbit__r04__c245,rabbit,coat_color_texture,accepted,0.8791157205899557,0.8259805341561636,unset,,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior."
slot_04__wolf__r01__c001,wolf,coat_color_texture,accepted,0.899929404258728,0.8149610890541226,unset,,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear."
slot_04__wolf__r01__c002,wolf,coat_color_texture,borderline,0.16912153363227844,-0.2379285991191864,unset,,"Thick-coated wilderness runner carries a thick charcoal coat around a lighter chest across a weathered wooden gate; meanwhile, soft light preserves surface detail."
slot_05__deer__r01__c001,deer,coat_color_texture,borderline,0.3492952287197113,0.016078650951385498,unset,,"Spotted forest youngster carries warm tan fur marked by a bright tail underside across a calm farmyard; meanwhile, the posture remains natural."
slot_05__deer__r01__c003,deer,coat_color_texture,reject,0.02710942178964615,-0.9391151294112206,unset,,"Split-hoofed trail visitor becomes recognizable through coarse gray winter hair above a pale rump, while the setting supports the behavior."
