representation,method,random_state,sample_index,description_id,description,true_concept,raw_cluster_id,hungarian_matched_predicted_concept,prediction_correct,x,y,explained_variance_ratio_pc1,explained_variance_ratio_pc2
eot,pca,not_applicable,20,slot_03__wolf__r04__c242,Broad-pawed northern pack tracker displays a layered gray coat with pale guard hairs beside scattered autumn leaves.,wolf,4,wolf,True,0.03055114485323429,-0.07258006185293198,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,21,slot_03__rabbit__r02__c082,"Beside a sunlit garden path, long-eared meadow grazer reveals velvety gray fur around a bright white tail.",rabbit,3,rabbit,True,0.008441593497991562,0.11352080851793289,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,22,slot_03__deer__r01__c003,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.,deer,0,deer,True,-0.3013325333595276,0.036099400371313095,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,23,slot_03__horse__r01__c004,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.,horse,5,horse,True,-0.004096529446542263,-0.17654909193515778,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,24,slot_04__cat__r02__c082,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.",cat,7,cat,True,0.05893299728631973,0.27178868651390076,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,25,slot_04__dog__r01__c002,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",dog,7,cat,False,0.28035733103752136,-0.04071156308054924,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,26,slot_04__fox__r01__c002,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",fox,6,fox,True,-0.027979329228401184,0.24248914420604706,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,27,slot_04__bear__r01__c001,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.",bear,2,bear,True,-0.043635040521621704,-0.19908617436885834,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,28,slot_04__wolf__r01__c001,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",wolf,0,deer,False,-0.24462459981441498,0.03449235111474991,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,29,slot_04__rabbit__r04__c245,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior.",rabbit,3,rabbit,True,-0.30982357263565063,0.14461642503738403,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,30,slot_04__deer__r01__c001,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible.",deer,0,deer,True,-0.15762795507907867,-0.15913385152816772,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,31,slot_04__horse__r03__c161,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail.",horse,5,horse,True,0.02129010669887066,-0.26047539710998535,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,32,slot_05__cat__r01__c001,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.",cat,3,rabbit,False,-0.06747061759233475,-0.03028036653995514,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,33,slot_05__dog__r01__c002,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.",dog,6,fox,False,0.07806264609098434,-0.12008917331695557,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,34,slot_05__fox__r02__c083,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.",fox,3,rabbit,False,-0.19507578015327454,0.077089823782444,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,35,slot_05__bear__r01__c001,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.",bear,2,bear,True,-0.14337970316410065,-0.05779730901122093,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,36,slot_05__wolf__r02__c082,"Deep-chested roaming predator carries a layered gray coat with pale guard hairs across a rocky meadow; meanwhile, the head and torso remain visible.",wolf,4,wolf,True,-0.0803070142865181,-0.23698194324970245,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,37,slot_05__rabbit__r04__c243,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",rabbit,3,rabbit,True,-0.22447292506694794,-0.028974425047636032,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,38,slot_05__deer__r04__c244,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale.",deer,0,deer,True,-0.35856935381889343,-0.11339125782251358,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,39,slot_05__horse__r01__c002,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",horse,5,horse,True,-0.08880690485239029,-0.15594391524791718,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,40,slot_06__cat__r01__c002,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,cat,7,cat,True,0.25547417998313904,0.15166251361370087,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,41,slot_06__dog__r01__c002,A wet dark nose beneath gently folded ears marks a playful backyard digger.,dog,7,cat,False,0.2581343948841095,0.18302564322948456,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,42,slot_06__fox__r15__c1123,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,fox,7,cat,False,0.1636093258857727,-0.029418975114822388,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,43,slot_06__bear__r04__c242,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,bear,7,cat,False,0.060252271592617035,0.017436431720852852,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,44,slot_06__wolf__r01__c002,A social mountain predator has upright triangular ears above an elongated muzzle.,wolf,7,cat,False,0.137277290225029,0.16562235355377197,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,45,slot_06__rabbit__r01__c003,A long-eared ground forager has broad listening ears framing a compact face.,rabbit,3,rabbit,True,0.013095703907310963,0.029838016256690025,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,46,slot_06__deer__r01__c005,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,deer,0,deer,True,-0.15690366923809052,0.03423581272363663,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,47,slot_06__horse__r01__c002,A long face beneath mobile upright ears identifies a swift-maned field traveler.,horse,7,cat,False,0.22834007441997528,0.07098861783742905,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,48,slot_07__cat__r01__c001,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,cat,7,cat,True,0.41516247391700745,0.2070644497871399,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,49,slot_07__dog__r01__c001,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,dog,1,dog,True,0.40020275115966797,0.010705213062465191,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,50,slot_07__fox__r01__c001,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,fox,7,cat,False,0.18005120754241943,0.13043038547039032,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,51,slot_07__bear__r05__c325,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,bear,2,bear,True,-0.012932028621435165,0.11056241393089294,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,52,slot_07__wolf__r02__c082,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,wolf,4,wolf,True,0.06763032078742981,0.022450873628258705,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,53,slot_07__rabbit__r05__c324,A garden nibbler has soft cheeks below tall independently turning ears.,rabbit,7,cat,False,0.1703077256679535,0.23688115179538727,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,54,slot_07__deer__r01__c004,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,deer,0,deer,True,-0.02062607742846012,-0.1799713671207428,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,55,slot_07__horse__r01__c004,A saddle-trained trail companion carries a long face beneath mobile upright ears.,horse,1,dog,False,0.33442023396492004,-0.1611001193523407,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,56,slot_08__cat__r01__c001,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",cat,7,cat,True,0.16827604174613953,0.4486733078956604,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,57,slot_08__dog__r01__c001,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,dog,1,dog,True,0.32234683632850647,0.03161275014281273,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,58,slot_08__fox__r11__c802,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",fox,7,cat,False,-0.009607678279280663,0.11272305250167847,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,59,slot_08__bear__r04__c244,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,bear,7,cat,False,-0.0011051894398406148,0.24492298066616058,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,60,slot_08__wolf__r04__c245,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,wolf,4,wolf,True,0.06573799252510071,0.05027470365166664,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,61,slot_08__rabbit__r02__c083,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",rabbit,3,rabbit,True,-0.0991896390914917,0.23660936951637268,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,62,slot_08__deer__r01__c002,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,deer,4,wolf,False,-0.10943640768527985,-0.11428981274366379,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,63,slot_08__horse__r01__c003,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,horse,5,horse,True,0.03728555515408516,-0.1250968873500824,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,64,slot_09__cat__r01__c002,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",cat,6,fox,False,0.15153835713863373,0.20742438733577728,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,65,slot_09__dog__r01__c004,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",dog,1,dog,True,0.08529632538557053,0.010301420465111732,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,66,slot_09__fox__r01__c002,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",fox,6,fox,True,-0.04974762722849846,0.09102339297533035,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,67,slot_09__bear__r08__c569,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",bear,6,fox,False,-0.0896335020661354,0.011311961337924004,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,68,slot_09__wolf__r02__c081,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",wolf,4,wolf,True,0.15843483805656433,-0.10818985104560852,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,69,slot_09__rabbit__r02__c085,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",rabbit,3,rabbit,True,0.09522626549005508,0.016394929960370064,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,70,slot_09__deer__r01__c001,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",deer,0,deer,True,-0.3489581346511841,-0.22614827752113342,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,71,slot_09__horse__r01__c001,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",horse,1,dog,False,0.09463580697774887,-0.25347259640693665,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,72,slot_10__cat__r01__c002,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",cat,6,fox,False,0.12257304042577744,0.22061343491077423,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,73,slot_10__dog__r01__c002,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",dog,1,dog,True,0.059867508709430695,-0.19447502493858337,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,74,slot_10__fox__r01__c002,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",fox,0,deer,False,-0.060671620070934296,-0.08163177222013474,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,75,slot_10__bear__r09__c649,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",bear,2,bear,True,-0.1283053606748581,-0.08274256438016891,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,76,slot_10__wolf__r04__c241,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions.",wolf,4,wolf,True,0.09367923438549042,-0.1604146659374237,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,77,slot_10__rabbit__r02__c081,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural.",rabbit,3,rabbit,True,-0.1452983319759369,-0.07201638072729111,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,78,slot_10__deer__r01__c002,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level.",deer,0,deer,True,-0.379520058631897,0.020148226991295815,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,79,slot_10__horse__r01__c002,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear.",horse,5,horse,True,-0.11095602065324783,-0.07975254207849503,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,80,slot_11__cat__r01__c007,A striped household mouser has quiet padded paws beneath flexible forelegs.,cat,7,cat,True,0.33682847023010254,0.23189833760261536,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,81,slot_11__dog__r01__c002,A panting ball retriever carries broad padded paws beneath sturdy running legs.,dog,1,dog,True,0.4091041088104248,-0.06489348411560059,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,82,slot_11__fox__r01__c001,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,fox,6,fox,True,0.26850876212120056,0.13817369937896729,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,83,slot_11__bear__r01__c004,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,bear,2,bear,True,0.036837704479694366,0.0396416038274765,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,84,slot_11__wolf__r04__c242,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,wolf,4,wolf,True,0.1661757379770279,-0.19559167325496674,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,85,slot_11__rabbit__r01__c002,A hind-legged field nibbler shows oversized hind feet behind small front paws.,rabbit,7,cat,False,0.30441421270370483,-0.13678093254566193,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,86,slot_11__deer__r01__c001,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,deer,0,deer,True,-0.14850325882434845,-0.024029726162552834,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,87,slot_11__horse__r01__c002,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,horse,5,horse,True,0.2591817378997803,-0.2880230247974396,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,88,slot_12__cat__r01__c005,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,cat,7,cat,True,0.339590460062027,0.006699089426547289,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,89,slot_12__dog__r02__c082,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,dog,1,dog,True,0.408269464969635,-0.282935231924057,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,90,slot_12__fox__r02__c081,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,fox,7,cat,False,0.19948476552963257,0.19770856201648712,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,91,slot_12__bear__r02__c082,A bulky streamside fisher has heavy hind limbs behind a very short tail.,bear,2,bear,True,0.18073928356170654,-0.034433964639902115,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,92,slot_12__wolf__r04__c243,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,wolf,4,wolf,True,0.15365180373191833,-0.07188904285430908,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,93,slot_12__rabbit__r04__c243,Powerful folded rear legs beneath a round body defines a long-eared grazer.,rabbit,7,cat,False,0.1538386046886444,0.06407362967729568,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,94,slot_12__deer__r02__c081,A branch-antlered visitor reveals slender legs ending in dark split hooves.,deer,0,deer,True,-0.125295490026474,-0.028143784031271935,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,95,slot_12__horse__r01__c002,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.,horse,5,horse,True,0.2870166599750519,-0.32340434193611145,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,96,slot_13__cat__r02__c082,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,cat,6,fox,False,0.1485500931739807,0.3844568729400635,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,97,slot_13__dog__r01__c002,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,dog,1,dog,True,0.19389936327934265,-0.038610249757766724,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,98,slot_13__fox__r01__c002,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.",fox,3,rabbit,False,-0.08017558604478836,0.32562363147735596,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,99,slot_13__bear__r01__c004,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,bear,2,bear,True,-0.20668411254882812,0.029942449182271957,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,100,slot_13__wolf__r03__c161,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,wolf,4,wolf,True,0.06094106286764145,-0.15990862250328064,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,101,slot_13__rabbit__r05__c321,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds.",rabbit,3,rabbit,True,-0.04747316241264343,0.12403883039951324,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,102,slot_13__deer__r01__c002,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping.",deer,0,deer,True,-0.29677438735961914,0.018640778958797455,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,103,slot_13__horse__r01__c002,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.,horse,5,horse,True,0.17778678238391876,-0.1922750324010849,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,104,slot_14__cat__r01__c001,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.",cat,6,fox,False,-0.04598696157336235,0.11321820318698883,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,105,slot_14__dog__r01__c001,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.",dog,1,dog,True,0.002675645751878619,-0.08524025231599808,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,106,slot_14__fox__r01__c002,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.",fox,6,fox,True,-0.043290652334690094,0.11361740529537201,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,107,slot_14__bear__r04__c241,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.",bear,2,bear,True,-0.10727635025978088,-0.12005472928285599,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,108,slot_14__wolf__r04__c245,"Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible.",wolf,4,wolf,True,-0.061219099909067154,0.06104550138115883,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,109,slot_14__rabbit__r01__c001,"Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail.",rabbit,3,rabbit,True,0.0012839928967878222,0.0470564104616642,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,110,slot_14__deer__r01__c001,"A clear view shows slender-legged forest grazer with a raised white tail above springing hind legs, as surrounding plants provide scale.",deer,0,deer,True,-0.1347118765115738,-0.2162362039089203,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,111,slot_14__horse__r01__c003,"Single-hoofed riding companion displays long lower legs ending in single hard hooves beside a patch of dense brush, while the viewpoint remains level.",horse,5,horse,True,0.026315877214074135,-0.383042573928833,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,112,slot_15__cat__r03__c162,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions.",cat,6,fox,False,0.020364781841635704,0.09015432000160217,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,113,slot_15__dog__r01__c003,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale.",dog,1,dog,True,0.07143957912921906,-0.1919882744550705,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,114,slot_15__fox__r01__c001,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline.",fox,0,deer,False,-0.12114999443292618,-0.01219542883336544,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,115,slot_15__bear__r02__c081,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions.",bear,2,bear,True,-0.22567030787467957,-0.12599782645702362,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,116,slot_15__wolf__r04__c246,"Broad-pawed northern pack tracker displays broad paws beneath long endurance-built legs beside a broad dirt trail, while nearby tracks indicate scale.",wolf,4,wolf,True,0.08994682133197784,-0.27864521741867065,0.05665278807282448,0.04545968770980835
eot,pca,not_applicable,117,slot_15__rabbit__r04__c243,"Long-eared grassland nibbler carries long hind limbs prepared for sudden bounds across low evening light; meanwhile, its full body stays visible.",rabbit,6,fox,False,-0.15218763053417206,0.05195026099681854,0.05665278807282448,0.04545968770980835
