condition,record_type,original_description,embedding_prompt,token_ids,decoded_tokens,selected_token_id,selected_token,selected_token_position,token_count_with_special_tokens,model_max_length,truncation_occurred
fixed_suffix,description,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow.,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow. This sentence describes the concept,"[49406, 736, 268, 23401, 17447, 268, 6099, 15648, 3616, 35811, 1167, 9686, 16850, 320, 12518, 16371, 13519, 320, 9648, 17195, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""red</w>"", ""-</w>"", ""coated</w>"", ""woodland</w>"", ""-</w>"", ""hunter</w>"", ""displays</w>"", ""warm</w>"", ""rus"", ""set</w>"", ""fur</w>"", ""beneath</w>"", ""a</w>"", ""pale</w>"", ""throat</w>"", ""beside</w>"", ""a</w>"", ""rocky</w>"", ""meadow</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,25,27,77,False
fixed_suffix,description,Thick cinnamon-colored hair across the torso distinguishes long-clawed wilderness-resident near a shaded woodland edge.,Thick cinnamon-colored hair across the torso distinguishes long-clawed wilderness-resident near a shaded woodland edge. This sentence describes the concept,"[49406, 11006, 13460, 268, 11775, 2225, 2500, 518, 937, 706, 15053, 2502, 1538, 268, 940, 3478, 16506, 268, 9016, 2252, 320, 43506, 17447, 5461, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""thick</w>"", ""cinnamon</w>"", ""-</w>"", ""colored</w>"", ""hair</w>"", ""across</w>"", ""the</w>"", ""tor"", ""so</w>"", ""distingui"", ""shes</w>"", ""long</w>"", ""-</w>"", ""cla"", ""wed</w>"", ""wilderness</w>"", ""-</w>"", ""resident</w>"", ""near</w>"", ""a</w>"", ""shaded</w>"", ""woodland</w>"", ""edge</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,29,31,77,False
fixed_suffix,description,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.","Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level. This sentence describes the concept","[49406, 13519, 320, 7011, 1578, 1152, 746, 267, 1727, 2540, 1530, 268, 15776, 6621, 19353, 11063, 268, 789, 9686, 2500, 518, 893, 282, 518, 41604, 6807, 2931, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""beside</w>"", ""a</w>"", ""calm</w>"", ""far"", ""my"", ""ard</w>"", "",</w>"", ""pur"", ""ring</w>"", ""room</w>"", ""-</w>"", ""explorer</w>"", ""reveals</w>"", ""dense</w>"", ""velvet</w>"", ""-</w>"", ""like</w>"", ""fur</w>"", ""across</w>"", ""the</w>"", ""back</w>"", "";</w>"", ""the</w>"", ""viewpoint</w>"", ""remains</w>"", ""level</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,32,34,77,False
fixed_suffix,description,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.","A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear. This sentence describes the concept","[49406, 320, 3143, 1093, 2665, 6682, 268, 578, 1252, 4921, 268, 29321, 593, 320, 42662, 7048, 7356, 1630, 518, 18738, 267, 601, 2461, 3523, 13311, 3143, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""clear</w>"", ""view</w>"", ""shows</w>"", ""wet</w>"", ""-</w>"", ""no"", ""sed</w>"", ""trail</w>"", ""-</w>"", ""helper</w>"", ""with</w>"", ""a</w>"", ""shaggy</w>"", ""gray</w>"", ""coat</w>"", ""around</w>"", ""the</w>"", ""shoulders</w>"", "",</w>"", ""as</w>"", ""ground</w>"", ""contact</w>"", ""stays</w>"", ""clear</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,31,33,77,False
fixed_suffix,description,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.","Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior. This sentence describes the concept","[49406, 16652, 268, 670, 39075, 19708, 268, 38737, 1803, 6766, 47240, 1417, 3616, 35811, 1167, 9686, 16850, 320, 12518, 16371, 267, 1519, 518, 5264, 8336, 518, 10461, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""narrow</w>"", ""-</w>"", ""mu"", ""zzled</w>"", ""dusk</w>"", ""-</w>"", ""prow"", ""ler</w>"", ""becomes</w>"", ""recognizable</w>"", ""through</w>"", ""warm</w>"", ""rus"", ""set</w>"", ""fur</w>"", ""beneath</w>"", ""a</w>"", ""pale</w>"", ""throat</w>"", "",</w>"", ""while</w>"", ""the</w>"", ""setting</w>"", ""supports</w>"", ""the</w>"", ""behavior</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,32,34,77,False
fixed_suffix,description,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.","Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level. This sentence describes the concept","[49406, 2522, 268, 9127, 14441, 973, 268, 4687, 17982, 320, 4200, 1449, 7356, 9462, 12623, 18738, 2500, 320, 16652, 15809, 5035, 282, 9650, 267, 518, 41604, 6807, 2931, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""round</w>"", ""-</w>"", ""eared</w>"", ""timber"", ""land</w>"", ""-</w>"", ""giant</w>"", ""carries</w>"", ""a</w>"", ""heavy</w>"", ""black</w>"", ""coat</w>"", ""covering</w>"", ""broad</w>"", ""shoulders</w>"", ""across</w>"", ""a</w>"", ""narrow</w>"", ""riverside</w>"", ""path</w>"", "";</w>"", ""meanwhile</w>"", "",</w>"", ""the</w>"", ""viewpoint</w>"", ""remains</w>"", ""level</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,33,35,77,False
fixed_suffix,description,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.","Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior. This sentence describes the concept","[49406, 3005, 7048, 2225, 47212, 638, 30807, 7858, 15053, 2502, 32735, 2175, 268, 940, 3478, 36910, 2252, 320, 8721, 539, 19353, 8594, 267, 1234, 518, 5264, 8336, 518, 10461, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""short</w>"", ""gray</w>"", ""hair</w>"", ""patterned</w>"", ""by</w>"", ""faint</w>"", ""bands</w>"", ""distingui"", ""shes</w>"", ""retrac"", ""table</w>"", ""-</w>"", ""cla"", ""wed</w>"", ""climber</w>"", ""near</w>"", ""a</w>"", ""patch</w>"", ""of</w>"", ""dense</w>"", ""brush</w>"", "",</w>"", ""where</w>"", ""the</w>"", ""setting</w>"", ""supports</w>"", ""the</w>"", ""behavior</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,34,36,77,False
fixed_suffix,description,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.","White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline. This sentence describes the concept","[49406, 1579, 4533, 2225, 2500, 320, 43780, 893, 15053, 2502, 12623, 268, 765, 3478, 3302, 268, 35971, 2252, 320, 12518, 2541, 1570, 267, 1234, 518, 5994, 44881, 902, 26894, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""white</w>"", ""spotted</w>"", ""hair</w>"", ""across</w>"", ""a</w>"", ""sturdy</w>"", ""back</w>"", ""distingui"", ""shes</w>"", ""broad</w>"", ""-</w>"", ""pa"", ""wed</w>"", ""gate</w>"", ""-</w>"", ""watcher</w>"", ""near</w>"", ""a</w>"", ""pale</w>"", ""winter</w>"", ""field</w>"", "",</w>"", ""where</w>"", ""the</w>"", ""background</w>"", ""preserves</w>"", ""its</w>"", ""outline</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,34,36,77,False
fixed_suffix,description,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.","A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged. This sentence describes the concept","[49406, 320, 3143, 1093, 2665, 609, 9682, 268, 20626, 1181, 268, 13881, 593, 19353, 10333, 2225, 34307, 1095, 6110, 5579, 267, 601, 518, 2495, 8743, 569, 19906, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""clear</w>"", ""view</w>"", ""shows</w>"", ""bu"", ""shy</w>"", ""-</w>"", ""tailed</w>"", ""den</w>"", ""-</w>"", ""visitor</w>"", ""with</w>"", ""dense</w>"", ""copper</w>"", ""hair</w>"", ""blending</w>"", ""into</w>"", ""autumn</w>"", ""leaves</w>"", "",</w>"", ""as</w>"", ""the</w>"", ""moment</w>"", ""appears</w>"", ""un"", ""staged</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,32,34,77,False
fixed_suffix,description,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.","A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale. This sentence describes the concept","[49406, 320, 3143, 1093, 2665, 11006, 268, 2395, 736, 9654, 268, 28709, 593, 11006, 13460, 268, 11775, 2225, 2500, 518, 937, 706, 267, 601, 12544, 5829, 4832, 5879, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""clear</w>"", ""view</w>"", ""shows</w>"", ""thick</w>"", ""-</w>"", ""fur"", ""red</w>"", ""cave</w>"", ""-</w>"", ""sleeper</w>"", ""with</w>"", ""thick</w>"", ""cinnamon</w>"", ""-</w>"", ""colored</w>"", ""hair</w>"", ""across</w>"", ""the</w>"", ""tor"", ""so</w>"", "",</w>"", ""as</w>"", ""surrounding</w>"", ""plants</w>"", ""provide</w>"", ""scale</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,33,35,77,False
fixed_suffix,description,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,A striped household mouser reveals pointed ears above bright slit-shaped eyes. This sentence describes the concept,"[49406, 320, 22192, 12412, 24837, 528, 6621, 20703, 9861, 4348, 4852, 47011, 268, 10127, 3095, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""striped</w>"", ""household</w>"", ""mous"", ""er</w>"", ""reveals</w>"", ""pointed</w>"", ""ears</w>"", ""above</w>"", ""bright</w>"", ""slit</w>"", ""-</w>"", ""shaped</w>"", ""eyes</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,20,22,77,False
fixed_suffix,description,A wet dark nose beneath gently folded ears marks a playful backyard digger.,A wet dark nose beneath gently folded ears marks a playful backyard digger. This sentence describes the concept,"[49406, 320, 6682, 3144, 8231, 16850, 17187, 25233, 9861, 5466, 320, 23871, 12608, 35919, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""wet</w>"", ""dark</w>"", ""nose</w>"", ""beneath</w>"", ""gently</w>"", ""folded</w>"", ""ears</w>"", ""marks</w>"", ""a</w>"", ""playful</w>"", ""backyard</w>"", ""digger</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,19,21,77,False
fixed_suffix,description,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,A sharp-eared orange hunter shows white cheeks and a long narrow snout. This sentence describes the concept,"[49406, 320, 8157, 268, 9127, 4287, 6099, 2665, 1579, 23019, 537, 320, 1538, 16652, 1672, 620, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""sharp</w>"", ""-</w>"", ""eared</w>"", ""orange</w>"", ""hunter</w>"", ""shows</w>"", ""white</w>"", ""cheeks</w>"", ""and</w>"", ""a</w>"", ""long</w>"", ""narrow</w>"", ""sn"", ""out</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,A round-eared forest giant has a wide pale muzzle beneath round listening ears. This sentence describes the concept,"[49406, 320, 2522, 268, 9127, 4167, 4687, 791, 320, 3184, 12518, 670, 7873, 16850, 2522, 3656, 9861, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""round</w>"", ""-</w>"", ""eared</w>"", ""forest</w>"", ""giant</w>"", ""has</w>"", ""a</w>"", ""wide</w>"", ""pale</w>"", ""mu"", ""zzle</w>"", ""beneath</w>"", ""round</w>"", ""listening</w>"", ""ears</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,A whiskered lap companion shows fine cheek whiskers below independently turning ears. This sentence describes the concept,"[49406, 320, 6024, 26690, 8639, 14963, 2665, 3797, 21227, 6024, 2880, 3788, 39831, 4976, 9861, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""whis"", ""kered</w>"", ""lap</w>"", ""companion</w>"", ""shows</w>"", ""fine</w>"", ""cheek</w>"", ""whis"", ""kers</w>"", ""below</w>"", ""independently</w>"", ""turning</w>"", ""ears</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,20,22,77,False
fixed_suffix,description,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion. This sentence describes the concept,"[49406, 320, 1538, 2204, 694, 670, 7873, 16850, 16783, 9861, 35712, 320, 36192, 268, 3309, 14963, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""long</w>"", ""scen"", ""ting</w>"", ""mu"", ""zzle</w>"", ""beneath</w>"", ""lifted</w>"", ""ears</w>"", ""identifies</w>"", ""a</w>"", ""leash</w>"", ""-</w>"", ""wearing</w>"", ""companion</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose. This sentence describes the concept,"[49406, 320, 736, 268, 23401, 19708, 6099, 6621, 3797, 6024, 2880, 12544, 320, 13690, 1449, 8231, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""red</w>"", ""-</w>"", ""coated</w>"", ""dusk</w>"", ""hunter</w>"", ""reveals</w>"", ""fine</w>"", ""whis"", ""kers</w>"", ""surrounding</w>"", ""a</w>"", ""compact</w>"", ""black</w>"", ""nose</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant. This sentence describes the concept,"[49406, 320, 13734, 3144, 8231, 4432, 320, 4200, 1710, 5466, 320, 11006, 268, 2395, 736, 17447, 4687, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""sensitive</w>"", ""dark</w>"", ""nose</w>"", ""beyond</w>"", ""a</w>"", ""heavy</w>"", ""face</w>"", ""marks</w>"", ""a</w>"", ""thick</w>"", ""-</w>"", ""fur"", ""red</w>"", ""woodland</w>"", ""giant</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.","Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer. This sentence describes the concept","[49406, 1601, 1042, 2285, 1395, 267, 20703, 9861, 4348, 4852, 47011, 268, 10127, 3095, 28218, 1727, 2540, 1530, 268, 15776, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""against</w>"", ""low</w>"", ""evening</w>"", ""light</w>"", "",</w>"", ""pointed</w>"", ""ears</w>"", ""above</w>"", ""bright</w>"", ""slit</w>"", ""-</w>"", ""shaped</w>"", ""eyes</w>"", ""defines</w>"", ""pur"", ""ring</w>"", ""room</w>"", ""-</w>"", ""explorer</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,25,27,77,False
fixed_suffix,description,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard. This sentence describes the concept,"[49406, 320, 6682, 3144, 8231, 16850, 17187, 25233, 9861, 15053, 2502, 36192, 268, 3473, 3941, 268, 4568, 2252, 320, 7011, 1578, 1152, 746, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""wet</w>"", ""dark</w>"", ""nose</w>"", ""beneath</w>"", ""gently</w>"", ""folded</w>"", ""ears</w>"", ""distingui"", ""shes</w>"", ""leash</w>"", ""-</w>"", ""following</w>"", ""walking</w>"", ""-</w>"", ""partner</w>"", ""near</w>"", ""a</w>"", ""calm</w>"", ""far"", ""my"", ""ard</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
