sample_index,candidate_id,description,true_concept,matched_predicted_concept,eot_token_index,effective_token_length,cosine_similarity_to_true_class_mean,cosine_similarity_to_predicted_class_mean,true_minus_predicted_similarity
195,round1__codex_diverse__fox__visual_appearance__14,A swift forest shadow watchfully displays natural rust-colored fur beside balanced lower legs around crisp foothill.,fox,bear,22,23,0.6137971599036229,0.5483203331952118,0.06547682670841115
170,fox_human_retry__codex_diverse_r5__fox__human_interaction__01,Close-up red-furred woodland animal with white-tipped bushy tail watches a tiny distant photographer.,fox,bear,23,24,0.5479730447030239,0.4823285927668112,0.06564445193621266
158,round2__codex_diverse__fox__body_parts__11,A gentle red-coated woodland-hunter warily turns delicate fine whiskers above steady dark nose under quiet outcrop.,fox,bear,25,26,0.6569731226317017,0.589356612331493,0.06761651030020877
162,fox_function_ability__codex_diverse_r3__fox__function_ability__17,Triangular ears swivel independently to track tiny rustles around the russet creature's burrow.,fox,bear,20,21,0.613421352466368,0.5283275200163581,0.0850938324500099
163,fox_function_ability__codex_diverse_r3__fox__function_ability__29,"Balanced by a sweeping bushy tail, the slim rusty animal lands accurately between rocks.",fox,bear,18,19,0.5483315465371383,0.45697207470247575,0.09135947183466259
157,round1__codex_diverse__fox__body_parts__05,A focused field stalker solidly raises a balanced tail tip around defined springing limbs along amber path.,fox,bear,21,22,0.6868419057433037,0.5932929397133582,0.09354896602994556
180,fox_movement_cat_human__codex_diverse_r4__fox__movement__09,Rusty fur flashes among birch trunks as a long-tailed dusk hunter runs downhill.,fox,bear,17,18,0.5990284719933263,0.5017246759999109,0.09730379599341543
160,fox_function_ability__codex_diverse_r3__fox__function_ability__10,Four dark feet propel a white-chested russet animal over stones as nearby leaves barely tremble.,fox,bear,22,23,0.6183785131752382,0.5130952939893477,0.10528321918589045
182,round2__codex_diverse__fox__movement__02,A gentle bushy-tailed den-visitor quietly crosses the distinct meadow using muted hidden movement near dusky garden.,fox,bear,24,25,0.6684950611624867,0.5606439359983183,0.1078511251641684
196,round1__codex_diverse__fox__visual_appearance__15,A swift field stalker nimbly shows steady rust-colored fur beneath striking white chest past verdant stream.,fox,bear,23,24,0.6715613851883823,0.5555673185589252,0.1159940666294571
155,dog_indirect_fox_body__codex_diverse_r6__fox__body_parts__15,"The slender red animal combines pointed facial features, black socks, and a snowy tail tip.",fox,bear,19,20,0.45279118460975604,0.3336858179267299,0.11910536668302613
197,round1__codex_diverse__fox__visual_appearance__17,A swift nighttime forager steadfastly carries this soft coat broken alongside quiet full tail along russet hedge.,fox,bear,23,24,0.630679483847888,0.5085665628934654,0.12211292095442261
159,round2__codex_diverse__fox__body_parts__16,A gentle russet snowline-hunter discreetly raises active light paws near focused springing limbs across sunlit fence.,fox,bear,26,27,0.598681458593556,0.4723828616868926,0.12629859690666345
181,fox_movement_cat_human__codex_diverse_r4__fox__movement__12,The sharp-eared red hunter lands front paws first after vaulting above meadow grass.,fox,bear,18,19,0.6141621991011743,0.4680763947273162,0.1460858043738581
