query_sample_index,query_description_id,query_true_concept,query_description,neighbor_rank,neighbor_sample_index,neighbor_description_id,neighbor_true_concept,neighbor_description,cosine_distance,cosine_similarity,same_true_concept,included_in_k5,included_in_k10,included_in_k20
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,3,322,slot_41__fox__r03__c162,fox,Brief nose contact near a shared den identifies a russet snowline hunter.,0.30305895672174354,0.6969410432782565,True,True,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,4,290,slot_37__fox__r05__c322,fox,A distant observer before retreating into brush marks a russet snowline hunter.,0.3172760069471643,0.6827239930528357,True,True,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,5,346,slot_44__fox__r04__c242,fox,"Beside a patch of dense brush, russet snowline-hunter reveals cautious distance from larger woodland predators; the moment appears unstaged.",0.3944155545645083,0.6055844454354917,True,True,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,6,18,slot_03__fox__r02__c082,fox,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow.,0.39525023806986037,0.6047497619301396,True,False,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,7,178,slot_23__fox__r04__c245,fox,"Within a sunlit garden path, russet snowline-hunter demonstrates a meadow through quick elastic bounds.",0.39939361768671044,0.6006063823132896,True,False,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,8,26,slot_04__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",0.4351655950099438,0.5648344049900562,True,False,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,9,330,slot_42__fox__r01__c001,fox,Defensive circling around younger den residents identifies a russet snowline hunter.,0.4550663555821257,0.5449336444178743,True,False,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,10,124,slot_16__wolf__r05__c321,wolf,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.,0.4794034733864396,0.5205965266135604,False,False,True,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,11,42,slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,0.48835074454933947,0.5116492554506605,True,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,12,396,slot_50__wolf__r04__c243,wolf,"Long-legged snow pack hunter becomes recognizable through a deep warning growl beneath raised neck fur, while the head and torso remain visible.",0.49593631954768724,0.5040636804523128,False,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,13,338,slot_43__fox__r01__c002,fox,"Against a shallow stream bank, brief nose contact near a shared den defines amber-eyed meadow-prowler.",0.49776554099494574,0.5022344590050543,True,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,14,3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,0.5087617552611463,0.4912382447388537,False,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,15,50,slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,0.5105600913278762,0.48943990867212384,True,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,16,0,slot_01__cat__r01__c001,cat,A retractable-clawed mouser reveals a warm orange coat with white patches.,0.5132936212971929,0.4867063787028071,False,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,17,12,slot_02__wolf__r01__c002,wolf,A pale-muzzled pack sentinel reveals dense silver-brown fur suited to winter.,0.5145287501200726,0.4854712498799274,False,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,18,170,slot_22__fox__r02__c081,fox,A bushy-tailed den visitor shows snow before diving headfirst toward hidden movement.,0.5157385535678778,0.4842614464321222,True,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,19,4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,0.5190452388652224,0.48095476113477764,False,False,False,True
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,20,182,slot_23__deer__r01__c002,deer,"Against a rocky meadow, a sudden white-tail retreat into dense cover defines branch-antlered woodland traveler.",0.5308786727742288,0.46912132722577116,False,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,1,11,slot_02__bear__r01__c002,bear,A heavy black coat covering broad shoulders identifies a towering honey seeker.,0.32104995360083977,0.6789500463991602,True,True,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,2,363,slot_46__bear__r01__c002,bear,A deep warning rumble in dense woodland defines a thick-furred woodland giant.,0.4015283999981665,0.5984716000018335,True,True,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,3,51,slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,0.4415214040765778,0.5584785959234222,True,True,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,4,139,slot_18__bear__r02__c083,bear,"Beside a quiet fence line, towering honey-seeker reveals a massive torso rising over powerful shoulders.",0.45203649215707054,0.5479635078429295,True,True,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,5,123,slot_16__bear__r01__c003,bear,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.,0.4623060312839594,0.5376939687160406,True,True,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,6,171,slot_22__bear__r01__c002,bear,A steep slope despite its bulky frame defines a towering honey seeker.,0.47915868404761364,0.5208413159523864,True,False,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,7,142,slot_18__deer__r01__c001,deer,"Against a rocky meadow, a tall narrow torso on unusually slender legs defines large-eared woodland browser.",0.4796495986629258,0.5203504013370742,False,False,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,8,283,slot_36__bear__r01__c002,bear,A distant hiker before turning toward cover marks a thick-furred woodland giant.,0.49352679359490015,0.5064732064050999,True,False,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,9,371,slot_47__bear__r02__c081,bear,A round-eared forest giant has a deep warning rumble in dense woodland.,0.49954259159504344,0.5004574084049566,True,False,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,10,2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,0.5087617552611463,0.4912382447388537,False,False,True,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,11,291,slot_37__bear__r01__c001,bear,An empty trail after detecting approaching voices identifies a massive shaggy forager.,0.5200855000398076,0.4799144999601924,True,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,12,86,slot_11__deer__r01__c001,deer,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,0.5265197299605214,0.47348027003947857,False,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,13,340,slot_43__wolf__r07__c485,wolf,A tense boundary display toward a rival group distinguishes thick-coated howling sentinel near a shaded woodland edge.,0.5293749328466657,0.4706250671533343,False,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,14,379,slot_48__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer displays a deep warning rumble in dense woodland beside a patch of dense brush.,0.5367252329896208,0.4632747670103792,True,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,15,323,slot_41__bear__r01__c003,bear,Wide avoidance of another massive forest forager marks a long-clawed cave sleeper.,0.5398868180420514,0.4601131819579486,True,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,16,18,slot_03__fox__r02__c082,fox,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow.,0.544213609283966,0.455786390716034,False,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,17,19,slot_03__bear__r01__c002,bear,Thick cinnamon-colored hair across the torso distinguishes long-clawed wilderness-resident near a shaded woodland edge.,0.5475366154533471,0.4524633845466529,True,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,18,43,slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,0.5496303017130407,0.4503696982869593,True,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,19,28,slot_04__wolf__r01__c001,wolf,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",0.5498085198849325,0.4501914801150675,False,False,False,True
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,20,124,slot_16__wolf__r05__c321,wolf,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.,0.5550500576471145,0.44494994235288554,False,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,1,244,slot_31__wolf__r01__c002,wolf,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,0.35354113057782044,0.6464588694221796,True,True,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,2,68,slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",0.35958614862508087,0.6404138513749191,True,True,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,3,372,slot_47__wolf__r01__c001,wolf,A gray pack hunter carries a deep warning growl beneath raised neck fur.,0.4091993307515298,0.5908006692484702,True,True,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,4,12,slot_02__wolf__r01__c002,wolf,A pale-muzzled pack sentinel reveals dense silver-brown fur suited to winter.,0.4289247479649796,0.5710752520350204,True,True,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,5,188,slot_24__wolf__r04__c244,wolf,"Within a patch of dense brush, pale-muzzled forest pack hunter demonstrates an efficient ground-covering trot through snow, where the setting supports the behavior.",0.4307415154651447,0.5692584845348553,True,True,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,6,132,slot_17__wolf__r09__c643,wolf,A sturdy wild gray pack hunter shows a tall athletic silhouette heavier than a yard companion.,0.4369070636452239,0.5630929363547761,True,False,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,7,25,slot_04__dog__r01__c002,dog,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",0.4371359614193817,0.5628640385806183,False,False,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,8,100,slot_13__wolf__r03__c161,wolf,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,0.4442686860845193,0.5557313139154807,True,False,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,9,17,slot_03__dog__r02__c082,dog,"Within a patch of dense brush, wagging household-companion demonstrates a shaggy gray coat around the shoulders.",0.4453870729634726,0.5546129270365274,False,False,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,10,196,slot_25__wolf__r05__c323,wolf,"Large gray howling pack hunter displays an efficient ground-covering trot through snow beside a weathered wooden gate, while soft light preserves surface detail.",0.4508365559270401,0.5491634440729599,True,False,True,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,11,20,slot_03__wolf__r04__c242,wolf,Broad-pawed northern pack tracker displays a layered gray coat with pale guard hairs beside scattered autumn leaves.,0.4510631841723044,0.5489368158276956,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,12,364,slot_46__wolf__r04__c242,wolf,Upright ears locating distant movement under snow is visible on a howling snow hunter.,0.4602873229794484,0.5397126770205516,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,13,212,slot_27__wolf__r04__c244,wolf,A bushy-tailed pack tracker has patient tracking across old snow prints.,0.4610933812176726,0.5389066187823274,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,14,276,slot_35__wolf__r02__c082,wolf,"Deep-chested roaming predator becomes recognizable through a snowy conifer forest crossed by pack tracks, while its full body stays visible.",0.4807008517748005,0.5192991482251995,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,15,396,slot_50__wolf__r04__c243,wolf,"Long-legged snow pack hunter becomes recognizable through a deep warning growl beneath raised neck fur, while the head and torso remain visible.",0.48145816164987343,0.5185418383501266,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,16,84,slot_11__wolf__r04__c242,wolf,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,0.49388049538197243,0.5061195046180276,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,17,250,slot_32__fox__r01__c002,fox,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,0.4987732318896997,0.5012267681103003,False,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,18,260,slot_33__wolf__r01__c001,wolf,A snowy conifer forest crossed by pack tracks distinguishes social mountain hunter near a quiet fence line.,0.5001351180159477,0.4998648819840523,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,19,164,slot_21__wolf__r05__c321,wolf,A bushy-tailed pack tracker has silent stepping between closely spaced pines.,0.5057226252152524,0.49427737478474765,True,False,False,True
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,20,252,slot_32__wolf__r01__c002,wolf,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,0.5077402590681286,0.4922597409318714,True,False,False,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,1,277,slot_35__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, compact meadow forager reveals a grassy meadow dotted with hidden burrow openings; soft light preserves surface detail.",0.4452877738708285,0.5547122261291715,True,True,True,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,2,37,slot_05__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",0.4482545551804571,0.5517454448195429,True,True,True,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,3,294,slot_37__deer__r01__c002,deer,Careful approach toward a salt block marks a white-tailed meadow grazer.,0.49497614902144016,0.5050238509785598,False,True,True,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,4,375,slot_47__horse__r04__c241,horse,A stable grazer shows rhythmic hoofbeats approaching across firm ground.,0.5023079604283598,0.4976920395716402,False,True,True,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,5,245,slot_31__rabbit__r05__c321,rabbit,A sandy bank containing several narrow tunnels identifies a clover grazer.,0.5044678830974583,0.49553211690254173,True,True,True,True
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,6,261,slot_33__rabbit__r04__c245,rabbit,Round-eyed meadow nibbler with tall ears carries a garden edge beside low leafy cover across an open grassy clearing.,0.5076797702796471,0.49232022972035294,True,False,True,True
