run_id,n_neighbors,random_state,primary,sample_index,description_id,true_concept,description,raw_cluster_id,hungarian_matched_predicted_concept,prediction_correct,cluster_mapping_concept
spectral_knn05_seed42,5,42,False,21,slot_03__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, long-eared meadow grazer reveals velvety gray fur around a bright white tail.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,22,slot_03__deer__r01__c003,deer,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,23,slot_03__horse__r01__c004,horse,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,24,slot_04__cat__r02__c082,cat,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,25,slot_04__dog__r01__c002,dog,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",1,wolf,False,wolf
spectral_knn05_seed42,5,42,False,26,slot_04__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",0,cat,False,cat
spectral_knn05_seed42,5,42,False,27,slot_04__bear__r01__c001,bear,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,28,slot_04__wolf__r01__c001,wolf,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",5,deer,False,deer
spectral_knn05_seed42,5,42,False,29,slot_04__rabbit__r04__c245,rabbit,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,30,slot_04__deer__r01__c001,deer,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,31,slot_04__horse__r03__c161,horse,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,32,slot_05__cat__r01__c001,cat,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,33,slot_05__dog__r01__c002,dog,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,34,slot_05__fox__r02__c083,fox,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.",1,wolf,False,wolf
spectral_knn05_seed42,5,42,False,35,slot_05__bear__r01__c001,bear,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,36,slot_05__wolf__r02__c082,wolf,"Deep-chested roaming predator carries a layered gray coat with pale guard hairs across a rocky meadow; meanwhile, the head and torso remain visible.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,37,slot_05__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,38,slot_05__deer__r04__c244,deer,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,39,slot_05__horse__r01__c002,horse,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,40,slot_06__cat__r01__c002,cat,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,41,slot_06__dog__r01__c002,dog,A wet dark nose beneath gently folded ears marks a playful backyard digger.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,42,slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,43,slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,44,slot_06__wolf__r01__c002,wolf,A social mountain predator has upright triangular ears above an elongated muzzle.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,45,slot_06__rabbit__r01__c003,rabbit,A long-eared ground forager has broad listening ears framing a compact face.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,46,slot_06__deer__r01__c005,deer,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,47,slot_06__horse__r01__c002,horse,A long face beneath mobile upright ears identifies a swift-maned field traveler.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,48,slot_07__cat__r01__c001,cat,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,49,slot_07__dog__r01__c001,dog,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,50,slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,51,slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,52,slot_07__wolf__r02__c082,wolf,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,53,slot_07__rabbit__r05__c324,rabbit,A garden nibbler has soft cheeks below tall independently turning ears.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,54,slot_07__deer__r01__c004,deer,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,55,slot_07__horse__r01__c004,horse,A saddle-trained trail companion carries a long face beneath mobile upright ears.,4,dog,False,dog
spectral_knn05_seed42,5,42,False,56,slot_08__cat__r01__c001,cat,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,57,slot_08__dog__r01__c001,dog,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,58,slot_08__fox__r11__c802,fox,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",3,bear,False,bear
spectral_knn05_seed42,5,42,False,59,slot_08__bear__r04__c244,bear,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,60,slot_08__wolf__r04__c245,wolf,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,61,slot_08__rabbit__r02__c083,rabbit,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,62,slot_08__deer__r01__c002,deer,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,63,slot_08__horse__r01__c003,horse,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,64,slot_09__cat__r01__c002,cat,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,65,slot_09__dog__r01__c004,dog,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,66,slot_09__fox__r01__c002,fox,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,67,slot_09__bear__r08__c569,bear,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,68,slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,69,slot_09__rabbit__r02__c085,rabbit,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,70,slot_09__deer__r01__c001,deer,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,71,slot_09__horse__r01__c001,horse,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,72,slot_10__cat__r01__c002,cat,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,73,slot_10__dog__r01__c002,dog,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,74,slot_10__fox__r01__c002,fox,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",3,bear,False,bear
spectral_knn05_seed42,5,42,False,75,slot_10__bear__r09__c649,bear,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,76,slot_10__wolf__r04__c241,wolf,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,77,slot_10__rabbit__r02__c081,rabbit,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,78,slot_10__deer__r01__c002,deer,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,79,slot_10__horse__r01__c002,horse,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,80,slot_11__cat__r01__c007,cat,A striped household mouser has quiet padded paws beneath flexible forelegs.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,81,slot_11__dog__r01__c002,dog,A panting ball retriever carries broad padded paws beneath sturdy running legs.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,82,slot_11__fox__r01__c001,fox,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,0,cat,False,cat
spectral_knn05_seed42,5,42,False,83,slot_11__bear__r01__c004,bear,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,84,slot_11__wolf__r04__c242,wolf,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,85,slot_11__rabbit__r01__c002,rabbit,A hind-legged field nibbler shows oversized hind feet behind small front paws.,2,horse,False,horse
spectral_knn05_seed42,5,42,False,86,slot_11__deer__r01__c001,deer,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,87,slot_11__horse__r01__c002,horse,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,88,slot_12__cat__r01__c005,cat,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,4,dog,False,dog
spectral_knn05_seed42,5,42,False,89,slot_12__dog__r02__c082,dog,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,90,slot_12__fox__r02__c081,fox,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,1,wolf,False,wolf
spectral_knn05_seed42,5,42,False,91,slot_12__bear__r02__c082,bear,A bulky streamside fisher has heavy hind limbs behind a very short tail.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,92,slot_12__wolf__r04__c243,wolf,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,93,slot_12__rabbit__r04__c243,rabbit,Powerful folded rear legs beneath a round body defines a long-eared grazer.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,94,slot_12__deer__r02__c081,deer,A branch-antlered visitor reveals slender legs ending in dark split hooves.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,95,slot_12__horse__r01__c002,horse,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,96,slot_13__cat__r02__c082,cat,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,97,slot_13__dog__r01__c002,dog,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,98,slot_13__fox__r01__c002,fox,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,99,slot_13__bear__r01__c004,bear,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,100,slot_13__wolf__r03__c161,wolf,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,101,slot_13__rabbit__r05__c321,rabbit,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,102,slot_13__deer__r01__c002,deer,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,103,slot_13__horse__r01__c002,horse,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,104,slot_14__cat__r01__c001,cat,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,105,slot_14__dog__r01__c001,dog,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,106,slot_14__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.",0,cat,False,cat
spectral_knn05_seed42,5,42,False,107,slot_14__bear__r04__c241,bear,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,108,slot_14__wolf__r04__c245,wolf,"Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,109,slot_14__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,110,slot_14__deer__r01__c001,deer,"A clear view shows slender-legged forest grazer with a raised white tail above springing hind legs, as surrounding plants provide scale.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,111,slot_14__horse__r01__c003,horse,"Single-hoofed riding companion displays long lower legs ending in single hard hooves beside a patch of dense brush, while the viewpoint remains level.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,112,slot_15__cat__r03__c162,cat,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,113,slot_15__dog__r01__c003,dog,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,114,slot_15__fox__r01__c001,fox,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline.",3,bear,False,bear
spectral_knn05_seed42,5,42,False,115,slot_15__bear__r02__c081,bear,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,116,slot_15__wolf__r04__c246,wolf,"Broad-pawed northern pack tracker displays broad paws beneath long endurance-built legs beside a broad dirt trail, while nearby tracks indicate scale.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,117,slot_15__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler carries long hind limbs prepared for sudden bounds across low evening light; meanwhile, its full body stays visible.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,118,slot_15__deer__r01__c003,deer,"Split-hoofed trail visitor carries a raised white tail above springing hind legs across a calm farmyard; meanwhile, soft light preserves surface detail.",2,horse,False,horse
spectral_knn05_seed42,5,42,False,119,slot_15__horse__r01__c002,horse,"A sweeping tail balancing four narrow hooves distinguishes tall long-faced grazer near a weathered wooden gate, where the setting supports the behavior.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,120,slot_16__cat__r01__c002,cat,A striped household mouser carries a compact low torso with a flexible spine.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,121,slot_16__dog__r01__c003,dog,A tail-wagging family companion carries strong shoulders above an athletic household silhouette.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,122,slot_16__fox__r04__c246,fox,A light elongated frame beneath a full tail marks a russet snowline hunter.,6,fox,True,fox
spectral_knn05_seed42,5,42,False,123,slot_16__bear__r01__c003,bear,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,124,slot_16__wolf__r05__c321,wolf,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,125,slot_16__rabbit__r02__c082,rabbit,A burrow resident carries a lightweight frame with prominent folded haunches.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,126,slot_16__deer__r01__c004,deer,An antlered woodland browser shows an athletic herd grazer with a deep chest.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,127,slot_16__horse__r01__c001,horse,A muscular farmyard runner carries a powerful hindquarter line beneath the saddle area.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,128,slot_17__cat__r01__c002,cat,A lightweight household frame and narrow shoulders identifies a purring house prowler.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,129,slot_17__dog__r01__c004,dog,A panting ball retriever shows a sturdy medium frame with a broad chest.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,130,slot_17__fox__r15__c1121,fox,A slender red hunter carries a huge bushy tail with a bright white tip.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,131,slot_17__bear__r02__c081,bear,A round-eared forest giant shows a massive torso rising over powerful shoulders.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,132,slot_17__wolf__r09__c643,wolf,A sturdy wild gray pack hunter shows a tall athletic silhouette heavier than a yard companion.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,133,slot_17__rabbit__r07__c482,rabbit,A garden nibbler shows a small pear-shaped silhouette and short neck.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,134,slot_17__deer__r04__c241,deer,A lean woodland frame with a short tail identifies a split-hoofed grazer.,2,horse,False,horse
spectral_knn05_seed42,5,42,False,135,slot_17__horse__r05__c326,horse,A long-faced grazer shows a powerful hindquarter line beneath the saddle area.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,136,slot_18__cat__r03__c163,cat,"Beside low evening light, striped hearthside-prowler reveals a lightweight household frame and narrow shoulders.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,137,slot_18__dog__r01__c001,dog,Leash-following walking-partner displays a sturdy medium frame with a broad chest beside a narrow riverside path.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,138,slot_18__fox__r04__c243,fox,Orange-chested hedgerow-stalker displays a small woodland silhouette built for quick turns beside soft morning light.,5,deer,False,deer
spectral_knn05_seed42,5,42,False,139,slot_18__bear__r02__c083,bear,"Beside a quiet fence line, towering honey-seeker reveals a massive torso rising over powerful shoulders.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,140,slot_18__wolf__r04__c243,wolf,Thick-coated howling sentinel becomes recognizable through powerful shoulders narrowing toward the flanks near a shallow stream bank.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,141,slot_18__rabbit__r01__c001,rabbit,White-tailed garden visitor carries a compact rounded body held close to the ground across a patch of dense brush.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,142,slot_18__deer__r01__c001,deer,"Against a rocky meadow, a tall narrow torso on unusually slender legs defines large-eared woodland browser.",3,bear,False,bear
spectral_knn05_seed42,5,42,False,143,slot_18__horse__r01__c002,horse,"Against a misty hillside, a high-shouldered silhouette above slender lower legs defines powerful paddock runner.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,144,slot_19__cat__r01__c002,cat,"Beside a misty hillside, striped hearthside-prowler reveals a rounded chest tapering toward agile hindquarters; its full body stays visible.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,145,slot_19__dog__r01__c001,dog,"Against scattered autumn leaves, a balanced torso built for running beside people defines floppy-eared home-guardian; ground contact stays clear.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,146,slot_19__fox__r02__c081,fox,"A clear view shows bushy-tailed den-visitor with a small woodland silhouette built for quick turns, as the setting supports the behavior.",1,wolf,False,wolf
spectral_knn05_seed42,5,42,False,147,slot_19__bear__r03__c162,bear,"Long-clawed wilderness-resident carries a massive torso rising over powerful shoulders across a shaded woodland edge; meanwhile, the background preserves its outline.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,148,slot_19__wolf__r04__c243,wolf,"Within a patch of dense brush, wild gray pack predator demonstrates a rangy body built for sustained travel, where the moment appears unstaged.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,149,slot_19__rabbit__r01__c003,rabbit,"Within a rocky meadow, short-tailed garden browser demonstrates a compact rounded body held close to the ground, where nearby tracks indicate scale.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,150,slot_19__deer__r01__c002,deer,"A clear view shows alert brown forest browser with a long-necked body balanced above fine limbs, as the head and torso remain visible.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,151,slot_19__horse__r01__c003,horse,"A clear view shows upright-eared pasture grazer with a tall deep-chested body with a long neck, as ground contact stays clear.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,152,slot_20__cat__r01__c002,cat,"Whiskered house-prowler displays a neatly proportioned body suited to tight indoor spaces beside a calm farmyard, while the posture remains natural.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,153,slot_20__dog__r01__c002,dog,"A clear view shows wagging household-companion with a solid companion-sized body carried on four even legs, as the head and torso remain visible.",2,horse,False,horse
spectral_knn05_seed42,5,42,False,154,slot_20__fox__r07__c484,fox,"Orange-chested hedgerow-stalker becomes recognizable through a graceful ground-hugging body with delicate proportions, while soft light preserves surface detail.",5,deer,False,deer
