description_id,true_concept,description,layer_index,layer_name,cat_before,cat_after,dog_before,dog_after,delta_cat,delta_dog,intended_direction
slot_03__deer__r01__c003,deer,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.08630096912384033,0.04214990884065628,0.1389419287443161,0.12139314413070679,-0.04415106028318405,-0.017548784613609314,False
slot_03__horse__r01__c004,horse,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.023614689707756042,0.11669161170721054,0.10418178141117096,0.1579190492630005,0.0930769219994545,0.05373726785182953,False
slot_04__cat__r02__c082,cat,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.023537755012512207,0.06542602181434631,0.08602987229824066,0.13423992693424225,0.041888266801834106,0.04821005463600159,False
slot_04__dog__r01__c002,dog,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.07867865264415741,0.16393938660621643,0.21029606461524963,0.290910929441452,0.08526073396205902,0.08061486482620239,False
slot_04__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.10389599204063416,0.05307112634181976,0.1652369201183319,0.1471215784549713,-0.05082486569881439,-0.018115341663360596,False
slot_04__bear__r01__c001,bear,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.011882130056619644,0.10587745159864426,0.06273110210895538,0.1406581848859787,0.1177595853805542,0.07792708277702332,False
slot_04__wolf__r01__c001,wolf,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.0017232373356819153,0.1355438083410263,0.10707776993513107,0.1959328055381775,0.1338205635547638,0.08885503560304642,False
slot_04__rabbit__r04__c245,rabbit,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.005700856447219849,0.19411621987819672,0.14193663001060486,0.242779940366745,0.18841536343097687,0.10084331035614014,False
slot_04__deer__r01__c001,deer,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.09248393774032593,0.1059974953532219,0.1843108981847763,0.2016860842704773,0.013513557612895966,0.01737518608570099,False
slot_04__horse__r03__c161,horse,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.04816319793462753,0.13471253216266632,0.15982891619205475,0.2266308069229126,0.08654933422803879,0.06680189073085785,False
slot_05__cat__r01__c001,cat,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.09430328756570816,0.11037248373031616,0.17766842246055603,0.18999643623828888,0.016069196164608,0.012328013777732849,False
slot_05__dog__r01__c002,dog,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.06385917216539383,0.1422431617975235,0.1825304627418518,0.23835235834121704,0.07838398963212967,0.055821895599365234,False
slot_05__fox__r02__c083,fox,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.0695381909608841,0.11844433099031448,0.1752220243215561,0.22250184416770935,0.04890614002943039,0.04727981984615326,False
slot_05__bear__r01__c001,bear,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.03204834461212158,0.12200788408517838,0.06867912411689758,0.16463035345077515,0.15405622124671936,0.09595122933387756,False
slot_05__wolf__r02__c082,wolf,"Deep-chested roaming predator carries a layered gray coat with pale guard hairs across a rocky meadow; meanwhile, the head and torso remain visible.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.05355158448219299,0.14326505362987518,0.04932880029082298,0.1716453582048416,0.19681663811206818,0.12231655418872833,False
slot_05__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.04364130273461342,0.05730757117271423,0.09818010777235031,0.13782408833503723,0.013666268438100815,0.03964398056268692,False
slot_05__deer__r04__c244,deer,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.025057468563318253,0.03482392057776451,0.01864118129014969,0.06053507328033447,0.059881389141082764,0.041893891990184784,False
slot_05__horse__r01__c002,horse,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.07670844346284866,0.194759801030159,0.06172249838709831,0.20355184376239777,0.27146825194358826,0.14182934165000916,False
slot_06__cat__r01__c002,cat,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.15143468976020813,0.08771537989377975,0.2291126251220703,0.22293692827224731,-0.06371930986642838,-0.006175696849822998,False
slot_06__dog__r01__c002,dog,A wet dark nose beneath gently folded ears marks a playful backyard digger.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.12276477366685867,0.16403181850910187,0.2454422563314438,0.29087895154953003,0.041267044842243195,0.04543669521808624,False
slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1895526945590973,0.09122703969478607,0.2779178023338318,0.23682232201099396,-0.09832565486431122,-0.04109548032283783,False
slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1719052493572235,0.10166501253843307,0.2585057020187378,0.20963487029075623,-0.07024023681879044,-0.04887083172798157,False
slot_06__wolf__r01__c002,wolf,A social mountain predator has upright triangular ears above an elongated muzzle.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.180454283952713,0.062135498970746994,0.2348375916481018,0.18149298429489136,-0.11831878125667572,-0.05334460735321045,False
slot_06__rabbit__r01__c003,rabbit,A long-eared ground forager has broad listening ears framing a compact face.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.2066834568977356,0.10814155638217926,0.3055037260055542,0.2787305414676666,-0.09854190051555634,-0.026773184537887573,False
slot_06__deer__r01__c005,deer,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.14633053541183472,0.05315372347831726,0.21024589240550995,0.16257435083389282,-0.09317681193351746,-0.047671541571617126,False
slot_06__horse__r01__c002,horse,A long face beneath mobile upright ears identifies a swift-maned field traveler.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.10769657790660858,0.16092370450496674,0.2426975965499878,0.27866992354393005,0.053227126598358154,0.03597232699394226,False
slot_07__cat__r01__c001,cat,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.19418993592262268,0.11490663141012192,0.30469968914985657,0.27611103653907776,-0.07928330451250076,-0.02858865261077881,False
slot_07__dog__r01__c001,dog,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.06857368350028992,0.16900011897087097,0.20559534430503845,0.27949273586273193,0.10042643547058105,0.07389739155769348,False
slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.21081790328025818,0.02339410036802292,0.26395636796951294,0.1820233166217804,-0.18742379546165466,-0.08193305134773254,False
slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.17167475819587708,0.07489943504333496,0.23972812294960022,0.1792837679386139,-0.09677532315254211,-0.06044435501098633,False
slot_07__wolf__r02__c082,wolf,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1437058299779892,0.06693130731582642,0.20653387904167175,0.17489242553710938,-0.07677452266216278,-0.03164145350456238,False
slot_07__rabbit__r05__c324,rabbit,A garden nibbler has soft cheeks below tall independently turning ears.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.18188291788101196,0.1320558786392212,0.2731417417526245,0.2321721315383911,-0.04982703924179077,-0.0409696102142334,False
slot_07__deer__r01__c004,deer,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.10153701901435852,0.1259440779685974,0.20881912112236023,0.23661933839321136,0.02440705895423889,0.027800217270851135,False
slot_07__horse__r01__c004,horse,A saddle-trained trail companion carries a long face beneath mobile upright ears.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.17793333530426025,0.19649888575077057,0.33883243799209595,0.3695276975631714,0.018565550446510315,0.03069525957107544,False
slot_08__cat__r01__c001,cat,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1314937174320221,0.02235974371433258,0.1699443757534027,0.13404454290866852,-0.10913397371768951,-0.03589983284473419,False
slot_08__dog__r01__c001,dog,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.051748842000961304,0.20474769175052643,0.20687416195869446,0.31454163789749146,0.15299884974956512,0.107667475938797,False
slot_08__fox__r11__c802,fox,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.07762482017278671,0.08028292655944824,0.14414650201797485,0.13496236503124237,0.0026581063866615295,-0.009184136986732483,False
slot_08__bear__r04__c244,bear,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.13045096397399902,0.007870107889175415,0.1472029834985733,0.09321530163288116,-0.12258085608482361,-0.05398768186569214,False
slot_08__wolf__r04__c245,wolf,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.09128069877624512,0.1279698759317398,0.20383524894714355,0.23414510488510132,0.03668917715549469,0.030309855937957764,False
slot_08__rabbit__r02__c083,rabbit,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1427723467350006,0.03275247663259506,0.174453467130661,0.10760274529457092,-0.11001987010240555,-0.06685072183609009,False
slot_08__deer__r01__c002,deer,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.010826542973518372,0.20385365188121796,0.16610930860042572,0.2982471287250519,0.19302710890769958,0.13213782012462616,False
slot_08__horse__r01__c003,horse,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.0661642923951149,0.21566888689994812,0.2289820909500122,0.31867659091949463,0.14950460195541382,0.08969449996948242,False
slot_09__cat__r01__c002,cat,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.16437119245529175,0.07289676368236542,0.24223755300045013,0.2258019745349884,-0.09147442877292633,-0.01643557846546173,False
slot_09__dog__r01__c004,dog,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.07187584042549133,0.23320208489894867,0.10051089525222778,0.2859060764312744,0.3050779104232788,0.18539518117904663,False
slot_09__fox__r01__c002,fox,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.018572606146335602,0.17435850203037262,0.14758965373039246,0.25870513916015625,0.15578588843345642,0.1111154854297638,False
slot_09__bear__r08__c569,bear,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.04789915308356285,0.1594327688217163,0.1682557761669159,0.24903574585914612,0.11153361201286316,0.08077996969223022,False
slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.03532745689153671,0.18322451412677765,0.18197549879550934,0.2769157886505127,0.14789706468582153,0.09494028985500336,False
slot_09__rabbit__r02__c085,rabbit,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.17874698340892792,0.11830128729343414,0.2822689116001129,0.26202571392059326,-0.060445696115493774,-0.020243197679519653,False
slot_09__deer__r01__c001,deer,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.07419443875551224,0.08695318549871445,0.15089476108551025,0.1712944507598877,0.01275874674320221,0.02039968967437744,False
slot_09__horse__r01__c001,horse,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.028661347925662994,0.14684908092021942,0.14403685927391052,0.22249551117420197,0.11818773299455643,0.07845865190029144,False
slot_10__cat__r01__c002,cat,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.19792556762695312,0.02081313729286194,0.2436109483242035,0.1783941090106964,-0.1771124303340912,-0.06521683931350708,False
slot_10__dog__r01__c002,dog,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.0464111864566803,0.13412833213806152,0.17517656087875366,0.25421106815338135,0.08771714568138123,0.07903450727462769,False
slot_10__fox__r01__c002,fox,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.12734554708003998,0.07400177419185638,0.20831528306007385,0.2039116472005844,-0.053343772888183594,-0.004403635859489441,False
slot_10__bear__r09__c649,bear,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.06448064744472504,0.11745979636907578,0.15967538952827454,0.2015068382024765,0.05297914892435074,0.041831448674201965,False
slot_10__wolf__r04__c241,wolf,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.0591120570898056,0.13458037376403809,0.17758895456790924,0.2517056167125702,0.07546831667423248,0.07411666214466095,False
slot_10__rabbit__r02__c081,rabbit,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.012725725769996643,0.1814287155866623,0.15643221139907837,0.27173087000846863,0.16870298981666565,0.11529865860939026,False
slot_10__deer__r01__c002,deer,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,-0.004668779671192169,0.04662952199578285,0.045764729380607605,0.10174102336168289,0.05129830166697502,0.05597629398107529,False
slot_10__horse__r01__c002,horse,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear.",0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.011214196681976318,0.22663871943950653,0.18284213542938232,0.32555437088012695,0.2154245227575302,0.14271223545074463,False
slot_11__cat__r01__c007,cat,A striped household mouser has quiet padded paws beneath flexible forelegs.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.22263386845588684,0.05282428488135338,0.28013816475868225,0.2051113247871399,-0.16980957984924316,-0.07502683997154236,False
slot_11__dog__r01__c002,dog,A panting ball retriever carries broad padded paws beneath sturdy running legs.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.023169919848442078,0.22961096465587616,0.1995469033718109,0.3495051860809326,0.20644104480743408,0.1499582827091217,False
slot_11__fox__r01__c001,fox,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.18742525577545166,0.008070562034845352,0.21056756377220154,0.12226338684558868,-0.1793546974658966,-0.08830417692661285,False
slot_11__bear__r01__c004,bear,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.1647041141986847,0.0629214495420456,0.2145618200302124,0.16284127533435822,-0.1017826646566391,-0.05172054469585419,False
slot_11__wolf__r04__c242,wolf,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.06511534750461578,0.0902295857667923,0.14646866917610168,0.18486163020133972,0.025114238262176514,0.03839296102523804,False
slot_11__rabbit__r01__c002,rabbit,A hind-legged field nibbler shows oversized hind feet behind small front paws.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.09103299677371979,0.09780409187078476,0.17692191898822784,0.2083556056022644,0.006771095097064972,0.03143368661403656,False
slot_11__deer__r01__c001,deer,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.08701234310865402,0.05222660303115845,0.13139541447162628,0.12213313579559326,-0.034785740077495575,-0.00926227867603302,False
slot_11__horse__r01__c002,horse,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.14664191007614136,0.18231454491615295,0.2839651107788086,0.3111564517021179,0.0356726348400116,0.027191340923309326,False
slot_12__cat__r01__c005,cat,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.14606451988220215,0.10955400764942169,0.24055902659893036,0.2299026995897293,-0.03651051223278046,-0.01065632700920105,False
slot_12__dog__r02__c082,dog,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.13231012225151062,0.16605788469314575,0.26893350481987,0.31107667088508606,0.03374776244163513,0.042143166065216064,False
slot_12__fox__r02__c081,fox,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.21439087390899658,0.036501407623291016,0.2624247670173645,0.18670514225959778,-0.17788946628570557,-0.07571962475776672,False
slot_12__bear__r02__c082,bear,A bulky streamside fisher has heavy hind limbs behind a very short tail.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.06387820094823837,0.11807239800691605,0.15591737627983093,0.17427632212638855,0.05419419705867767,0.018358945846557617,False
slot_12__wolf__r04__c243,wolf,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.09851250052452087,0.07284317910671234,0.14633624255657196,0.14365486800670624,-0.025669321417808533,-0.0026813745498657227,False
slot_12__rabbit__r04__c243,rabbit,Powerful folded rear legs beneath a round body defines a long-eared grazer.,0,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,0.14725351333618164,0.10814786702394485,0.2413366734981537,0.23654524981975555,-0.039105646312236786,-0.004791423678398132,False
