representation,sample_index,candidate_id,slot_id,true_concept,predicted_cluster,matched_predicted_concept,facet,length_bin,generation_round,effective_token_length,description
fixed_suffix,38,slot_05__deer__r04__c244,slot_05,deer,2,deer,coat_color_texture,long,round_5,30,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale."
fixed_suffix,39,slot_05__horse__r01__c002,slot_05,horse,6,rabbit,coat_color_texture,long,round_5,32,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level."
fixed_suffix,40,slot_06__cat__r01__c002,slot_06,cat,0,cat,head_face_ears,short,round_1,17,A striped household mouser reveals pointed ears above bright slit-shaped eyes.
fixed_suffix,41,slot_06__dog__r01__c002,slot_06,dog,7,dog,head_face_ears,short,round_1,16,A wet dark nose beneath gently folded ears marks a playful backyard digger.
fixed_suffix,42,slot_06__fox__r15__c1123,slot_06,fox,6,rabbit,head_face_ears,short,round_1,18,A sharp-eared orange hunter shows white cheeks and a long narrow snout.
fixed_suffix,43,slot_06__bear__r04__c242,slot_06,bear,3,bear,head_face_ears,short,round_1,19,A round-eared forest giant has a wide pale muzzle beneath round listening ears.
fixed_suffix,44,slot_06__wolf__r01__c002,slot_06,wolf,3,bear,head_face_ears,short,round_1,18,A social mountain predator has upright triangular ears above an elongated muzzle.
fixed_suffix,45,slot_06__rabbit__r01__c003,slot_06,rabbit,6,rabbit,head_face_ears,short,round_1,18,A long-eared ground forager has broad listening ears framing a compact face.
fixed_suffix,46,slot_06__deer__r01__c005,slot_06,deer,2,deer,head_face_ears,short,round_1,19,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.
fixed_suffix,47,slot_06__horse__r01__c002,slot_06,horse,4,horse,head_face_ears,short,round_1,18,A long face beneath mobile upright ears identifies a swift-maned field traveler.
fixed_suffix,48,slot_07__cat__r01__c001,slot_07,cat,0,cat,head_face_ears,short,round_2,17,A whiskered lap companion shows fine cheek whiskers below independently turning ears.
fixed_suffix,49,slot_07__dog__r01__c001,slot_07,dog,7,dog,head_face_ears,short,round_2,18,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.
fixed_suffix,50,slot_07__fox__r01__c001,slot_07,fox,3,bear,head_face_ears,short,round_2,18,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.
fixed_suffix,51,slot_07__bear__r05__c325,slot_07,bear,3,bear,head_face_ears,short,round_2,19,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.
fixed_suffix,52,slot_07__wolf__r02__c082,slot_07,wolf,3,bear,head_face_ears,short,round_2,18,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.
fixed_suffix,53,slot_07__rabbit__r05__c324,slot_07,rabbit,6,rabbit,head_face_ears,short,round_2,16,A garden nibbler has soft cheeks below tall independently turning ears.
fixed_suffix,54,slot_07__deer__r01__c004,slot_07,deer,6,rabbit,head_face_ears,short,round_2,19,Large rotating ears above a long narrow face marks a large-eared woodland grazer.
fixed_suffix,55,slot_07__horse__r01__c004,slot_07,horse,4,horse,head_face_ears,short,round_2,17,A saddle-trained trail companion carries a long face beneath mobile upright ears.
fixed_suffix,56,slot_08__cat__r01__c001,slot_08,cat,0,cat,head_face_ears,medium,round_3,22,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer."
fixed_suffix,57,slot_08__dog__r01__c001,slot_08,dog,7,dog,head_face_ears,medium,round_3,25,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.
fixed_suffix,58,slot_08__fox__r11__c802,slot_08,fox,3,bear,head_face_ears,medium,round_3,26,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range."
fixed_suffix,59,slot_08__bear__r04__c244,slot_08,bear,3,bear,head_face_ears,medium,round_3,25,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.
fixed_suffix,60,slot_08__wolf__r04__c245,slot_08,wolf,5,wolf,head_face_ears,medium,round_3,23,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.
fixed_suffix,61,slot_08__rabbit__r02__c083,slot_08,rabbit,6,rabbit,head_face_ears,medium,round_3,25,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes."
fixed_suffix,62,slot_08__deer__r01__c002,slot_08,deer,3,bear,head_face_ears,medium,round_3,26,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.
fixed_suffix,63,slot_08__horse__r01__c003,slot_08,horse,4,horse,head_face_ears,medium,round_3,26,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.
fixed_suffix,64,slot_09__cat__r01__c002,slot_09,cat,0,cat,head_face_ears,long,round_4,29,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear."
fixed_suffix,65,slot_09__dog__r01__c004,slot_09,dog,6,rabbit,head_face_ears,long,round_4,30,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural."
fixed_suffix,66,slot_09__fox__r01__c002,slot_09,fox,6,rabbit,head_face_ears,long,round_4,30,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible."
fixed_suffix,67,slot_09__bear__r08__c569,slot_09,bear,3,bear,head_face_ears,long,round_4,33,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear."
fixed_suffix,68,slot_09__wolf__r02__c081,slot_09,wolf,5,wolf,head_face_ears,long,round_4,30,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior."
fixed_suffix,69,slot_09__rabbit__r02__c085,slot_09,rabbit,6,rabbit,head_face_ears,long,round_4,33,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible."
fixed_suffix,70,slot_09__deer__r01__c001,slot_09,deer,2,deer,head_face_ears,long,round_4,30,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail."
fixed_suffix,71,slot_09__horse__r01__c001,slot_09,horse,6,rabbit,head_face_ears,long,round_4,28,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale."
fixed_suffix,72,slot_10__cat__r01__c002,slot_10,cat,0,cat,head_face_ears,long,round_5,32,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline."
fixed_suffix,73,slot_10__dog__r01__c002,slot_10,dog,6,rabbit,head_face_ears,long,round_5,30,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions."
fixed_suffix,74,slot_10__fox__r01__c002,slot_10,fox,3,bear,head_face_ears,long,round_5,29,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural."
fixed_suffix,75,slot_10__bear__r09__c649,slot_10,bear,6,rabbit,head_face_ears,long,round_5,33,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline."
fixed_suffix,76,slot_10__wolf__r04__c241,slot_10,wolf,6,rabbit,head_face_ears,long,round_5,33,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions."
fixed_suffix,77,slot_10__rabbit__r02__c081,slot_10,rabbit,6,rabbit,head_face_ears,long,round_5,30,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural."
fixed_suffix,78,slot_10__deer__r01__c002,slot_10,deer,2,deer,head_face_ears,long,round_5,33,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level."
fixed_suffix,79,slot_10__horse__r01__c002,slot_10,horse,4,horse,head_face_ears,long,round_5,28,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear."
fixed_suffix,80,slot_11__cat__r01__c007,slot_11,cat,0,cat,limbs_paws_tail,short,round_1,16,A striped household mouser has quiet padded paws beneath flexible forelegs.
fixed_suffix,81,slot_11__dog__r01__c002,slot_11,dog,7,dog,limbs_paws_tail,short,round_1,16,A panting ball retriever carries broad padded paws beneath sturdy running legs.
fixed_suffix,82,slot_11__fox__r01__c001,slot_11,fox,0,cat,limbs_paws_tail,short,round_1,19,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.
fixed_suffix,83,slot_11__bear__r01__c004,slot_11,bear,7,dog,limbs_paws_tail,short,round_1,16,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.
fixed_suffix,84,slot_11__wolf__r04__c242,slot_11,wolf,5,wolf,limbs_paws_tail,short,round_1,18,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.
fixed_suffix,85,slot_11__rabbit__r01__c002,slot_11,rabbit,6,rabbit,limbs_paws_tail,short,round_1,19,A hind-legged field nibbler shows oversized hind feet behind small front paws.
fixed_suffix,86,slot_11__deer__r01__c001,slot_11,deer,2,deer,limbs_paws_tail,short,round_1,19,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.
fixed_suffix,87,slot_11__horse__r01__c002,slot_11,horse,4,horse,limbs_paws_tail,short,round_1,19,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.
fixed_suffix,88,slot_12__cat__r01__c005,slot_12,cat,4,horse,limbs_paws_tail,short,round_2,19,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.
fixed_suffix,89,slot_12__dog__r02__c082,slot_12,dog,7,dog,limbs_paws_tail,short,round_2,18,A broad-pawed walking partner carries straight forelegs supporting a ready stance.
fixed_suffix,90,slot_12__fox__r02__c081,slot_12,fox,7,dog,limbs_paws_tail,short,round_2,19,A bushy-tailed den visitor has dark lower legs ending in light quick paws.
fixed_suffix,91,slot_12__bear__r02__c082,slot_12,bear,7,dog,limbs_paws_tail,short,round_2,18,A bulky streamside fisher has heavy hind limbs behind a very short tail.
fixed_suffix,92,slot_12__wolf__r04__c243,slot_12,wolf,5,wolf,limbs_paws_tail,short,round_2,18,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.
fixed_suffix,93,slot_12__rabbit__r04__c243,slot_12,rabbit,4,horse,limbs_paws_tail,short,round_2,18,Powerful folded rear legs beneath a round body defines a long-eared grazer.
fixed_suffix,94,slot_12__deer__r02__c081,slot_12,deer,2,deer,limbs_paws_tail,short,round_2,19,A branch-antlered visitor reveals slender legs ending in dark split hooves.
fixed_suffix,95,slot_12__horse__r01__c002,slot_12,horse,4,horse,limbs_paws_tail,short,round_2,18,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.
fixed_suffix,96,slot_13__cat__r02__c082,slot_13,cat,0,cat,limbs_paws_tail,medium,round_3,23,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.
fixed_suffix,97,slot_13__dog__r01__c002,slot_13,dog,7,dog,limbs_paws_tail,medium,round_3,24,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.
fixed_suffix,98,slot_13__fox__r01__c002,slot_13,fox,6,rabbit,limbs_paws_tail,medium,round_3,25,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces."
fixed_suffix,99,slot_13__bear__r01__c004,slot_13,bear,3,bear,limbs_paws_tail,medium,round_3,25,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.
fixed_suffix,100,slot_13__wolf__r03__c161,slot_13,wolf,5,wolf,limbs_paws_tail,medium,round_3,21,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.
fixed_suffix,101,slot_13__rabbit__r05__c321,slot_13,rabbit,6,rabbit,limbs_paws_tail,medium,round_3,25,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds."
fixed_suffix,102,slot_13__deer__r01__c002,slot_13,deer,2,deer,limbs_paws_tail,medium,round_3,25,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping."
fixed_suffix,103,slot_13__horse__r01__c002,slot_13,horse,4,horse,limbs_paws_tail,medium,round_3,25,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.
fixed_suffix,104,slot_14__cat__r01__c001,slot_14,cat,6,rabbit,limbs_paws_tail,long,round_4,29,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale."
fixed_suffix,105,slot_14__dog__r01__c001,slot_14,dog,7,dog,limbs_paws_tail,long,round_4,32,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level."
fixed_suffix,106,slot_14__fox__r01__c002,slot_14,fox,6,rabbit,limbs_paws_tail,long,round_4,32,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail."
fixed_suffix,107,slot_14__bear__r04__c241,slot_14,bear,3,bear,limbs_paws_tail,long,round_4,30,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior."
fixed_suffix,108,slot_14__wolf__r04__c245,slot_14,wolf,5,wolf,limbs_paws_tail,long,round_4,30,"Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible."
fixed_suffix,109,slot_14__rabbit__r01__c001,slot_14,rabbit,6,rabbit,limbs_paws_tail,long,round_4,32,"Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail."
fixed_suffix,110,slot_14__deer__r01__c001,slot_14,deer,2,deer,limbs_paws_tail,long,round_4,29,"A clear view shows slender-legged forest grazer with a raised white tail above springing hind legs, as surrounding plants provide scale."
fixed_suffix,111,slot_14__horse__r01__c003,slot_14,horse,4,horse,limbs_paws_tail,long,round_4,31,"Single-hoofed riding companion displays long lower legs ending in single hard hooves beside a patch of dense brush, while the viewpoint remains level."
fixed_suffix,112,slot_15__cat__r03__c162,slot_15,cat,0,cat,limbs_paws_tail,long,round_5,30,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions."
fixed_suffix,113,slot_15__dog__r01__c003,slot_15,dog,6,rabbit,limbs_paws_tail,long,round_5,30,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale."
fixed_suffix,114,slot_15__fox__r01__c001,slot_15,fox,6,rabbit,limbs_paws_tail,long,round_5,28,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline."
fixed_suffix,115,slot_15__bear__r02__c081,slot_15,bear,6,rabbit,limbs_paws_tail,long,round_5,30,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions."
fixed_suffix,116,slot_15__wolf__r04__c246,slot_15,wolf,5,wolf,limbs_paws_tail,long,round_5,30,"Broad-pawed northern pack tracker displays broad paws beneath long endurance-built legs beside a broad dirt trail, while nearby tracks indicate scale."
fixed_suffix,117,slot_15__rabbit__r04__c243,slot_15,rabbit,6,rabbit,limbs_paws_tail,long,round_5,31,"Long-eared grassland nibbler carries long hind limbs prepared for sudden bounds across low evening light; meanwhile, its full body stays visible."
fixed_suffix,118,slot_15__deer__r01__c003,slot_15,deer,6,rabbit,limbs_paws_tail,long,round_5,33,"Split-hoofed trail visitor carries a raised white tail above springing hind legs across a calm farmyard; meanwhile, soft light preserves surface detail."
fixed_suffix,119,slot_15__horse__r01__c002,slot_15,horse,4,horse,limbs_paws_tail,long,round_5,32,"A sweeping tail balancing four narrow hooves distinguishes tall long-faced grazer near a weathered wooden gate, where the setting supports the behavior."
fixed_suffix,120,slot_16__cat__r01__c002,slot_16,cat,0,cat,body_size_shape,short,round_1,18,A striped household mouser carries a compact low torso with a flexible spine.
fixed_suffix,121,slot_16__dog__r01__c003,slot_16,dog,7,dog,body_size_shape,short,round_1,18,A tail-wagging family companion carries strong shoulders above an athletic household silhouette.
fixed_suffix,122,slot_16__fox__r04__c246,slot_16,fox,1,fox,body_size_shape,short,round_1,19,A light elongated frame beneath a full tail marks a russet snowline hunter.
fixed_suffix,123,slot_16__bear__r01__c003,slot_16,bear,3,bear,body_size_shape,short,round_1,19,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.
fixed_suffix,124,slot_16__wolf__r05__c321,slot_16,wolf,1,fox,body_size_shape,short,round_1,16,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.
fixed_suffix,125,slot_16__rabbit__r02__c082,slot_16,rabbit,7,dog,body_size_shape,short,round_1,16,A burrow resident carries a lightweight frame with prominent folded haunches.
fixed_suffix,126,slot_16__deer__r01__c004,slot_16,deer,2,deer,body_size_shape,short,round_1,19,An antlered woodland browser shows an athletic herd grazer with a deep chest.
fixed_suffix,127,slot_16__horse__r01__c001,slot_16,horse,4,horse,body_size_shape,short,round_1,19,A muscular farmyard runner carries a powerful hindquarter line beneath the saddle area.
fixed_suffix,128,slot_17__cat__r01__c002,slot_17,cat,0,cat,body_size_shape,short,round_2,17,A lightweight household frame and narrow shoulders identifies a purring house prowler.
fixed_suffix,129,slot_17__dog__r01__c004,slot_17,dog,7,dog,body_size_shape,short,round_2,17,A panting ball retriever shows a sturdy medium frame with a broad chest.
fixed_suffix,130,slot_17__fox__r15__c1121,slot_17,fox,3,bear,body_size_shape,short,round_2,18,A slender red hunter carries a huge bushy tail with a bright white tip.
fixed_suffix,131,slot_17__bear__r02__c081,slot_17,bear,3,bear,body_size_shape,short,round_2,18,A round-eared forest giant shows a massive torso rising over powerful shoulders.
fixed_suffix,132,slot_17__wolf__r09__c643,slot_17,wolf,5,wolf,body_size_shape,short,round_2,19,A sturdy wild gray pack hunter shows a tall athletic silhouette heavier than a yard companion.
fixed_suffix,133,slot_17__rabbit__r07__c482,slot_17,rabbit,6,rabbit,body_size_shape,short,round_2,18,A garden nibbler shows a small pear-shaped silhouette and short neck.
fixed_suffix,134,slot_17__deer__r04__c241,slot_17,deer,2,deer,body_size_shape,short,round_2,19,A lean woodland frame with a short tail identifies a split-hoofed grazer.
fixed_suffix,135,slot_17__horse__r05__c326,slot_17,horse,4,horse,body_size_shape,short,round_2,19,A long-faced grazer shows a powerful hindquarter line beneath the saddle area.
fixed_suffix,136,slot_18__cat__r03__c163,slot_18,cat,0,cat,body_size_shape,medium,round_3,22,"Beside low evening light, striped hearthside-prowler reveals a lightweight household frame and narrow shoulders."
fixed_suffix,137,slot_18__dog__r01__c001,slot_18,dog,7,dog,body_size_shape,medium,round_3,23,Leash-following walking-partner displays a sturdy medium frame with a broad chest beside a narrow riverside path.
fixed_suffix,138,slot_18__fox__r04__c243,slot_18,fox,2,deer,body_size_shape,medium,round_3,25,Orange-chested hedgerow-stalker displays a small woodland silhouette built for quick turns beside soft morning light.
fixed_suffix,139,slot_18__bear__r02__c083,slot_18,bear,7,dog,body_size_shape,medium,round_3,22,"Beside a quiet fence line, towering honey-seeker reveals a massive torso rising over powerful shoulders."
fixed_suffix,140,slot_18__wolf__r04__c243,slot_18,wolf,1,fox,body_size_shape,medium,round_3,24,Thick-coated howling sentinel becomes recognizable through powerful shoulders narrowing toward the flanks near a shallow stream bank.
fixed_suffix,141,slot_18__rabbit__r01__c001,slot_18,rabbit,6,rabbit,body_size_shape,medium,round_3,24,White-tailed garden visitor carries a compact rounded body held close to the ground across a patch of dense brush.
fixed_suffix,142,slot_18__deer__r01__c001,slot_18,deer,6,rabbit,body_size_shape,medium,round_3,23,"Against a rocky meadow, a tall narrow torso on unusually slender legs defines large-eared woodland browser."
fixed_suffix,143,slot_18__horse__r01__c002,slot_18,horse,7,dog,body_size_shape,medium,round_3,22,"Against a misty hillside, a high-shouldered silhouette above slender lower legs defines powerful paddock runner."
fixed_suffix,144,slot_19__cat__r01__c002,slot_19,cat,0,cat,body_size_shape,long,round_4,30,"Beside a misty hillside, striped hearthside-prowler reveals a rounded chest tapering toward agile hindquarters; its full body stays visible."
fixed_suffix,145,slot_19__dog__r01__c001,slot_19,dog,6,rabbit,body_size_shape,long,round_4,29,"Against scattered autumn leaves, a balanced torso built for running beside people defines floppy-eared home-guardian; ground contact stays clear."
fixed_suffix,146,slot_19__fox__r02__c081,slot_19,fox,2,deer,body_size_shape,long,round_4,30,"A clear view shows bushy-tailed den-visitor with a small woodland silhouette built for quick turns, as the setting supports the behavior."
