representation,sample_index,candidate_id,slot_id,true_concept,predicted_cluster,matched_predicted_concept,facet,length_bin,generation_round,effective_token_length,description
eot,16,slot_05__cat__r01__c001,slot_05,cat,0,bear,coat_color_texture,long,round_5,31,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior."
eot,17,slot_05__dog__r01__c002,slot_05,dog,1,dog,coat_color_texture,long,round_5,31,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline."
eot,18,slot_05__fox__r02__c083,slot_05,fox,0,bear,coat_color_texture,long,round_5,29,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged."
eot,19,slot_05__bear__r01__c001,slot_05,bear,0,bear,coat_color_texture,long,round_5,30,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale."
eot,20,slot_06__cat__r01__c002,slot_06,cat,3,cat,head_face_ears,short,round_1,17,A striped household mouser reveals pointed ears above bright slit-shaped eyes.
eot,21,slot_06__dog__r01__c002,slot_06,dog,1,dog,head_face_ears,short,round_1,16,A wet dark nose beneath gently folded ears marks a playful backyard digger.
eot,22,slot_06__fox__r15__c1123,slot_06,fox,0,bear,head_face_ears,short,round_1,18,A sharp-eared orange hunter shows white cheeks and a long narrow snout.
eot,23,slot_06__bear__r04__c242,slot_06,bear,0,bear,head_face_ears,short,round_1,19,A round-eared forest giant has a wide pale muzzle beneath round listening ears.
eot,24,slot_07__cat__r01__c001,slot_07,cat,3,cat,head_face_ears,short,round_2,17,A whiskered lap companion shows fine cheek whiskers below independently turning ears.
eot,25,slot_07__dog__r01__c001,slot_07,dog,1,dog,head_face_ears,short,round_2,18,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.
eot,26,slot_07__fox__r01__c001,slot_07,fox,3,cat,head_face_ears,short,round_2,18,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.
eot,27,slot_07__bear__r05__c325,slot_07,bear,0,bear,head_face_ears,short,round_2,19,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.
eot,28,slot_08__cat__r01__c001,slot_08,cat,3,cat,head_face_ears,medium,round_3,22,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer."
eot,29,slot_08__dog__r01__c001,slot_08,dog,1,dog,head_face_ears,medium,round_3,25,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.
eot,30,slot_08__fox__r11__c802,slot_08,fox,0,bear,head_face_ears,medium,round_3,26,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range."
eot,31,slot_08__bear__r04__c244,slot_08,bear,3,cat,head_face_ears,medium,round_3,25,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.
eot,32,slot_09__cat__r01__c002,slot_09,cat,2,fox,head_face_ears,long,round_4,29,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear."
eot,33,slot_09__dog__r01__c004,slot_09,dog,1,dog,head_face_ears,long,round_4,30,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural."
eot,34,slot_09__fox__r01__c002,slot_09,fox,2,fox,head_face_ears,long,round_4,30,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible."
eot,35,slot_09__bear__r08__c569,slot_09,bear,0,bear,head_face_ears,long,round_4,33,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear."
eot,36,slot_10__cat__r01__c002,slot_10,cat,2,fox,head_face_ears,long,round_5,32,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline."
eot,37,slot_10__dog__r01__c002,slot_10,dog,1,dog,head_face_ears,long,round_5,30,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions."
eot,38,slot_10__fox__r01__c002,slot_10,fox,0,bear,head_face_ears,long,round_5,29,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural."
eot,39,slot_10__bear__r09__c649,slot_10,bear,0,bear,head_face_ears,long,round_5,33,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline."
eot,40,slot_11__cat__r01__c007,slot_11,cat,3,cat,limbs_paws_tail,short,round_1,16,A striped household mouser has quiet padded paws beneath flexible forelegs.
eot,41,slot_11__dog__r01__c002,slot_11,dog,1,dog,limbs_paws_tail,short,round_1,16,A panting ball retriever carries broad padded paws beneath sturdy running legs.
eot,42,slot_11__fox__r01__c001,slot_11,fox,2,fox,limbs_paws_tail,short,round_1,19,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.
eot,43,slot_11__bear__r01__c004,slot_11,bear,0,bear,limbs_paws_tail,short,round_1,16,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.
eot,44,slot_12__cat__r01__c005,slot_12,cat,3,cat,limbs_paws_tail,short,round_2,19,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.
eot,45,slot_12__dog__r02__c082,slot_12,dog,1,dog,limbs_paws_tail,short,round_2,18,A broad-pawed walking partner carries straight forelegs supporting a ready stance.
eot,46,slot_12__fox__r02__c081,slot_12,fox,3,cat,limbs_paws_tail,short,round_2,19,A bushy-tailed den visitor has dark lower legs ending in light quick paws.
eot,47,slot_12__bear__r02__c082,slot_12,bear,0,bear,limbs_paws_tail,short,round_2,18,A bulky streamside fisher has heavy hind limbs behind a very short tail.
eot,48,slot_13__cat__r02__c082,slot_13,cat,2,fox,limbs_paws_tail,medium,round_3,23,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.
eot,49,slot_13__dog__r01__c002,slot_13,dog,1,dog,limbs_paws_tail,medium,round_3,24,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.
eot,50,slot_13__fox__r01__c002,slot_13,fox,2,fox,limbs_paws_tail,medium,round_3,25,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces."
eot,51,slot_13__bear__r01__c004,slot_13,bear,0,bear,limbs_paws_tail,medium,round_3,25,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.
eot,52,slot_14__cat__r01__c001,slot_14,cat,2,fox,limbs_paws_tail,long,round_4,29,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale."
eot,53,slot_14__dog__r01__c001,slot_14,dog,1,dog,limbs_paws_tail,long,round_4,32,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level."
eot,54,slot_14__fox__r01__c002,slot_14,fox,2,fox,limbs_paws_tail,long,round_4,32,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail."
eot,55,slot_14__bear__r04__c241,slot_14,bear,0,bear,limbs_paws_tail,long,round_4,30,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior."
eot,56,slot_15__cat__r03__c162,slot_15,cat,2,fox,limbs_paws_tail,long,round_5,30,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions."
eot,57,slot_15__dog__r01__c003,slot_15,dog,1,dog,limbs_paws_tail,long,round_5,30,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale."
eot,58,slot_15__fox__r01__c001,slot_15,fox,0,bear,limbs_paws_tail,long,round_5,28,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline."
eot,59,slot_15__bear__r02__c081,slot_15,bear,0,bear,limbs_paws_tail,long,round_5,30,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions."
eot,60,slot_16__cat__r01__c002,slot_16,cat,3,cat,body_size_shape,short,round_1,18,A striped household mouser carries a compact low torso with a flexible spine.
eot,61,slot_16__dog__r01__c003,slot_16,dog,1,dog,body_size_shape,short,round_1,18,A tail-wagging family companion carries strong shoulders above an athletic household silhouette.
eot,62,slot_16__fox__r04__c246,slot_16,fox,0,bear,body_size_shape,short,round_1,19,A light elongated frame beneath a full tail marks a russet snowline hunter.
eot,63,slot_16__bear__r01__c003,slot_16,bear,0,bear,body_size_shape,short,round_1,19,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.
eot,64,slot_17__cat__r01__c002,slot_17,cat,3,cat,body_size_shape,short,round_2,17,A lightweight household frame and narrow shoulders identifies a purring house prowler.
eot,65,slot_17__dog__r01__c004,slot_17,dog,1,dog,body_size_shape,short,round_2,17,A panting ball retriever shows a sturdy medium frame with a broad chest.
eot,66,slot_17__fox__r15__c1121,slot_17,fox,0,bear,body_size_shape,short,round_2,18,A slender red hunter carries a huge bushy tail with a bright white tip.
eot,67,slot_17__bear__r02__c081,slot_17,bear,0,bear,body_size_shape,short,round_2,18,A round-eared forest giant shows a massive torso rising over powerful shoulders.
eot,68,slot_18__cat__r03__c163,slot_18,cat,2,fox,body_size_shape,medium,round_3,22,"Beside low evening light, striped hearthside-prowler reveals a lightweight household frame and narrow shoulders."
eot,69,slot_18__dog__r01__c001,slot_18,dog,1,dog,body_size_shape,medium,round_3,23,Leash-following walking-partner displays a sturdy medium frame with a broad chest beside a narrow riverside path.
eot,70,slot_18__fox__r04__c243,slot_18,fox,0,bear,body_size_shape,medium,round_3,25,Orange-chested hedgerow-stalker displays a small woodland silhouette built for quick turns beside soft morning light.
eot,71,slot_18__bear__r02__c083,slot_18,bear,0,bear,body_size_shape,medium,round_3,22,"Beside a quiet fence line, towering honey-seeker reveals a massive torso rising over powerful shoulders."
eot,72,slot_19__cat__r01__c002,slot_19,cat,2,fox,body_size_shape,long,round_4,30,"Beside a misty hillside, striped hearthside-prowler reveals a rounded chest tapering toward agile hindquarters; its full body stays visible."
eot,73,slot_19__dog__r01__c001,slot_19,dog,1,dog,body_size_shape,long,round_4,29,"Against scattered autumn leaves, a balanced torso built for running beside people defines floppy-eared home-guardian; ground contact stays clear."
eot,74,slot_19__fox__r02__c081,slot_19,fox,0,bear,body_size_shape,long,round_4,30,"A clear view shows bushy-tailed den-visitor with a small woodland silhouette built for quick turns, as the setting supports the behavior."
eot,75,slot_19__bear__r03__c162,slot_19,bear,0,bear,body_size_shape,long,round_4,32,"Long-clawed wilderness-resident carries a massive torso rising over powerful shoulders across a shaded woodland edge; meanwhile, the background preserves its outline."
eot,76,slot_20__cat__r01__c002,slot_20,cat,2,fox,body_size_shape,long,round_5,33,"Whiskered house-prowler displays a neatly proportioned body suited to tight indoor spaces beside a calm farmyard, while the posture remains natural."
eot,77,slot_20__dog__r01__c002,slot_20,dog,1,dog,body_size_shape,long,round_5,33,"A clear view shows wagging household-companion with a solid companion-sized body carried on four even legs, as the head and torso remain visible."
eot,78,slot_20__fox__r07__c484,slot_20,fox,0,bear,body_size_shape,long,round_5,31,"Orange-chested hedgerow-stalker becomes recognizable through a graceful ground-hugging body with delicate proportions, while soft light preserves surface detail."
eot,79,slot_20__bear__r02__c082,slot_20,bear,0,bear,body_size_shape,long,round_5,31,"A massive torso rising over powerful shoulders distinguishes round-eared timberland-giant near a shallow stream bank, where nearby tracks indicate scale."
eot,80,slot_21__cat__r01__c001,slot_21,cat,3,cat,movement,short,round_1,19,A retractable-clawed mouser has the floor before springing onto furniture.
eot,81,slot_21__dog__r02__c082,slot_21,dog,1,dog,movement,short,round_1,17,A footpath while pulling lightly against a leash identifies a collared gate watcher.
eot,82,slot_21__fox__r01__c003,slot_21,fox,0,bear,movement,short,round_1,17,A sharp-eared field stalker has woodland cover using a low cautious trot.
eot,83,slot_21__bear__r02__c081,slot_21,bear,0,bear,movement,short,round_1,19,A heavy-pawed mountain roamer carries a fallen trunk through surprising climbing strength.
eot,84,slot_22__cat__r01__c002,slot_22,cat,3,cat,movement,short,round_2,18,A long-whiskered home companion reveals the room with a low stalking posture.
eot,85,slot_22__dog__r01__c002,slot_22,dog,1,dog,movement,short,round_2,19,A footpath while pulling lightly against a leash marks a keen-nosed scent tracker.
eot,86,slot_22__fox__r02__c081,slot_22,fox,0,bear,movement,short,round_2,19,A bushy-tailed den visitor shows snow before diving headfirst toward hidden movement.
eot,87,slot_22__bear__r01__c002,slot_22,bear,0,bear,movement,short,round_2,16,A steep slope despite its bulky frame defines a towering honey seeker.
eot,88,slot_23__cat__r04__c244,slot_23,cat,3,cat,movement,medium,round_3,25,A windowsill while its tail corrects balance distinguishes retractable-clawed climber near low evening light.
eot,89,slot_23__dog__r01__c002,slot_23,dog,1,dog,movement,medium,round_3,23,Tongue-out family-companion displays open grass before turning sharply after a ball beside a narrow riverside path.
eot,90,slot_23__fox__r04__c245,slot_23,fox,0,bear,movement,medium,round_3,23,"Within a sunlit garden path, russet snowline-hunter demonstrates a meadow through quick elastic bounds."
eot,91,slot_23__bear__r05__c326,slot_23,bear,0,bear,movement,medium,round_3,25,Short-tailed mountain-roamer becomes recognizable through a fallen trunk through surprising climbing strength near a shaded woodland edge.
eot,92,slot_24__cat__r01__c005,slot_24,cat,3,cat,movement,long,round_4,32,"A clear view shows padded-paw windowsill-watcher with a windowsill while its tail corrects balance, as ground contact stays clear."
eot,93,slot_24__dog__r01__c003,slot_24,dog,1,dog,movement,long,round_4,32,"Leash-following walking-partner carries the yard in an eager bounding gait across a patch of dense brush; meanwhile, the posture remains natural."
eot,94,slot_24__fox__r06__c404,slot_24,fox,2,fox,movement,long,round_4,29,"Beside a pale winter field, amber-eyed meadow-prowler reveals woodland cover using a low cautious trot; the viewpoint remains level."
eot,95,slot_24__bear__r01__c001,slot_24,bear,0,bear,movement,long,round_4,31,"Round-eared timberland-giant displays a steep slope despite its bulky frame beside a quiet fence line, while soft light preserves surface detail."
eot,96,slot_25__cat__r03__c162,slot_25,cat,2,fox,movement,long,round_5,32,"Within a shallow stream bank, striped hearthside-prowler demonstrates the room with a low stalking posture, where the head and torso remain visible."
eot,97,slot_25__dog__r01__c003,slot_25,dog,1,dog,movement,long,round_5,28,"A clear view shows floppy-eared home-guardian with a footpath while pulling lightly against a leash, as ground contact stays clear."
eot,98,slot_25__fox__r05__c325,slot_25,fox,2,fox,movement,long,round_5,32,"Narrow-muzzled dusk-prowler carries the field with its full tail held level across a shaded woodland edge; meanwhile, the posture remains natural."
eot,99,slot_25__bear__r01__c002,slot_25,bear,0,bear,movement,long,round_5,29,"Powerful berry-gatherer carries a fallen trunk through surprising climbing strength across a narrow riverside path; meanwhile, the viewpoint remains level."
eot,100,slot_26__cat__r02__c082,slot_26,cat,3,cat,behavior_foraging,short,round_1,16,Moving string with focused paw taps identifies an upright-tailed lap companion.
eot,101,slot_26__dog__r01__c001,slot_26,dog,1,dog,behavior_foraging,short,round_1,19,A broad-pawed walking partner shows the floor beside a familiar person's chair.
eot,102,slot_26__fox__r01__c002,slot_26,fox,2,fox,behavior_foraging,short,round_1,18,An amber-eyed meadow prowler shows faint ground sounds with tilted ears.
eot,103,slot_26__bear__r01__c001,slot_26,bear,0,bear,behavior_foraging,short,round_1,18,A bulky streamside fisher reveals river shallows during a patient fishing period.
eot,104,slot_27__cat__r01__c002,slot_27,cat,3,cat,behavior_foraging,short,round_2,16,Moving string with focused paw taps marks a purring house prowler.
eot,105,slot_27__dog__r01__c001,slot_27,dog,1,dog,behavior_foraging,short,round_2,15,New surroundings through persistent sniffing defines a leash-wearing companion.
eot,106,slot_27__fox__r05__c322,slot_27,fox,0,bear,behavior_foraging,short,round_2,17,Faint ground sounds with tilted ears identifies a russet snowline hunter.
eot,107,slot_27__bear__r02__c082,slot_27,bear,0,bear,behavior_foraging,short,round_2,17,Loose logs while searching for insects identifies a broad-muzzled river hunter.
eot,108,slot_28__cat__r01__c001,slot_28,cat,3,cat,behavior_foraging,medium,round_3,23,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.
eot,109,slot_28__dog__r01__c001,slot_28,dog,1,dog,behavior_foraging,medium,round_3,23,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.
eot,110,slot_28__fox__r04__c247,slot_28,fox,2,fox,behavior_foraging,medium,round_3,24,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.
eot,111,slot_28__bear__r01__c001,slot_28,bear,0,bear,behavior_foraging,medium,round_3,25,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.
eot,112,slot_29__cat__r02__c083,slot_29,cat,1,dog,behavior_foraging,long,round_4,28,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural."
eot,113,slot_29__dog__r04__c241,slot_29,dog,1,dog,behavior_foraging,long,round_4,28,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible."
eot,114,slot_29__fox__r01__c002,slot_29,fox,2,fox,behavior_foraging,long,round_4,29,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions."
eot,115,slot_29__bear__r01__c004,slot_29,bear,0,bear,behavior_foraging,long,round_4,30,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior."
eot,116,slot_30__cat__r01__c002,slot_30,cat,2,fox,behavior_foraging,long,round_5,28,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged."
eot,117,slot_30__dog__r05__c323,slot_30,dog,1,dog,behavior_foraging,long,round_5,31,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior."
eot,118,slot_30__fox__r01__c002,slot_30,fox,0,bear,behavior_foraging,long,round_5,29,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level."
eot,119,slot_30__bear__r02__c081,slot_30,bear,0,bear,behavior_foraging,long,round_5,28,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged."
eot,120,slot_31__cat__r01__c001,slot_31,cat,3,cat,habitat_scene,short,round_1,18,A retractable-clawed mouser shows a garden wall overlooking moving leaves.
eot,121,slot_31__dog__r02__c082,slot_31,dog,1,dog,habitat_scene,short,round_1,16,A neighborhood path beside a handled leash marks a collared gate watcher.
eot,122,slot_31__fox__r04__c243,slot_31,fox,0,bear,habitat_scene,short,round_1,17,A woodland margin beside open grass identifies an orange-chested hedge stalker.
eot,123,slot_31__bear__r01__c002,slot_31,bear,0,bear,habitat_scene,short,round_1,19,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.
eot,124,slot_32__cat__r02__c081,slot_32,cat,3,cat,habitat_scene,short,round_2,19,A long-whiskered home companion shows a sunny windowsill above indoor plants.
eot,125,slot_32__dog__r01__c001,slot_32,dog,1,dog,habitat_scene,short,round_2,19,A floppy-eared home guardian has an open field suited to running and retrieval.
eot,126,slot_32__fox__r01__c002,slot_32,fox,0,bear,habitat_scene,short,round_2,18,A bushy-tailed den visitor has a snowy field containing faint prey tracks.
eot,127,slot_32__bear__r01__c001,slot_32,bear,0,bear,habitat_scene,short,round_2,18,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.
eot,128,slot_33__cat__r04__c242,slot_33,cat,3,cat,habitat_scene,medium,round_3,24,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.
eot,129,slot_33__dog__r02__c081,slot_33,dog,1,dog,habitat_scene,medium,round_3,22,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.
eot,130,slot_33__fox__r01__c001,slot_33,fox,0,bear,habitat_scene,medium,round_3,25,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.
eot,131,slot_33__bear__r01__c001,slot_33,bear,0,bear,habitat_scene,medium,round_3,22,"Against soft morning light, a mountain forest containing berry thickets defines bulky streamside-fisher."
eot,132,slot_34__cat__r05__c326,slot_34,cat,2,fox,habitat_scene,long,round_4,31,"A sunny windowsill above indoor plants distinguishes whiskered house-prowler near a narrow riverside path, where the background preserves its outline."
eot,133,slot_34__dog__r03__c162,slot_34,dog,1,dog,habitat_scene,long,round_4,28,"Against a shallow stream bank, a fenced backyard containing scattered toys defines panting ball-chaser; the pose shows balanced proportions."
eot,134,slot_34__fox__r04__c246,slot_34,fox,2,fox,habitat_scene,long,round_4,28,"Against a pale winter field, a quiet meadow during early dawn defines amber-eyed meadow-prowler; the posture remains natural."
eot,135,slot_34__bear__r01__c003,slot_34,bear,0,bear,habitat_scene,long,round_4,31,"Heavy-pawed backcountry-wanderer displays a mountain forest containing berry thickets beside a quiet fence line, while the viewpoint remains level."
eot,136,slot_35__cat__r01__c002,slot_35,cat,3,cat,habitat_scene,long,round_5,29,"Beside a misty hillside, padded-paw windowsill-watcher reveals a dim hallway containing scattered household shadows; nearby tracks indicate scale."
eot,137,slot_35__dog__r01__c002,slot_35,dog,1,dog,habitat_scene,long,round_5,33,"Broad-pawed gate-watcher carries an open field suited to running and retrieval across a patch of dense brush; meanwhile, the viewpoint remains level."
eot,138,slot_35__fox__r04__c241,slot_35,fox,0,bear,habitat_scene,long,round_5,31,"Within a sunlit garden path, bushy-tailed den-visitor demonstrates a woodland margin beside open grass, where the moment appears unstaged."
eot,139,slot_35__bear__r02__c085,slot_35,bear,0,bear,habitat_scene,long,round_5,30,"A cold river crowded by migrating fish distinguishes long-clawed wilderness-resident near a shallow stream bank, where nearby tracks indicate scale."
eot,140,slot_36__cat__r01__c001,slot_36,cat,3,cat,interaction_with_objects_or_people,short,round_1,18,Gentle brushing while remaining loosely curled identifies a soft-pawed indoor hunter.
eot,141,slot_36__dog__r01__c001,slot_36,dog,1,dog,interaction_with_objects_or_people,short,round_1,18,A broad-pawed walking partner reveals a walking partner by matching their pace.
eot,142,slot_36__fox__r01__c002,slot_36,fox,2,fox,interaction_with_objects_or_people,short,round_1,19,An amber-eyed meadow prowler reveals a distant observer before retreating into brush.
eot,143,slot_36__bear__r01__c002,slot_36,bear,0,bear,interaction_with_objects_or_people,short,round_1,18,A distant hiker before turning toward cover marks a thick-furred woodland giant.
eot,144,slot_37__cat__r01__c001,slot_37,cat,3,cat,interaction_with_objects_or_people,short,round_2,15,A whiskered lap companion has nearby footsteps before following between rooms.
eot,145,slot_37__dog__r01__c002,slot_37,dog,1,dog,interaction_with_objects_or_people,short,round_2,18,A wagging yard guardian has a handler's gesture before sitting attentively.
eot,146,slot_37__fox__r05__c322,slot_37,fox,0,bear,interaction_with_objects_or_people,short,round_2,18,A distant observer before retreating into brush marks a russet snowline hunter.
eot,147,slot_37__bear__r01__c001,slot_37,bear,0,bear,interaction_with_objects_or_people,short,round_2,16,An empty trail after detecting approaching voices identifies a massive shaggy forager.
eot,148,slot_38__cat__r01__c001,slot_38,cat,3,cat,interaction_with_objects_or_people,medium,round_3,21,"Beside soft morning light, purring room-explorer reveals an offered hand before rubbing its cheek."
eot,149,slot_38__dog__r02__c082,slot_38,dog,1,dog,interaction_with_objects_or_people,medium,round_3,23,A walking partner by matching their pace distinguishes broad-pawed gate-watcher near low evening light.
eot,150,slot_38__fox__r01__c002,slot_38,fox,0,bear,interaction_with_objects_or_people,medium,round_3,24,Sharp-eared field-stalker carries a roadside light with a brief cautious pause across a calm farmyard.
eot,151,slot_38__bear__r04__c244,slot_38,bear,0,bear,interaction_with_objects_or_people,medium,round_3,22,Long-clawed wilderness-resident carries an empty trail after detecting approaching voices across a rocky meadow.
eot,152,slot_39__cat__r01__c002,slot_39,cat,2,fox,interaction_with_objects_or_people,long,round_4,30,"Within a broad dirt trail, striped hearthside-prowler demonstrates gentle brushing while remaining loosely curled, where the pose shows balanced proportions."
eot,153,slot_39__dog__r03__c162,slot_39,dog,1,dog,interaction_with_objects_or_people,long,round_4,30,"A returning person with vigorous tail sweeps distinguishes tongue-out family-companion near a narrow riverside path, where the posture remains natural."
eot,154,slot_39__fox__r01__c002,slot_39,fox,0,bear,interaction_with_objects_or_people,long,round_4,31,"A clear view shows bushy-tailed den-visitor with discarded food while remaining ready to flee, as the head and torso remain visible."
eot,155,slot_39__bear__r01__c002,slot_39,bear,0,bear,interaction_with_objects_or_people,long,round_4,28,"Short-tailed mountain-roamer becomes recognizable through a roadside vehicle while remaining beyond the barrier, while the moment appears unstaged."
eot,156,slot_40__cat__r07__c483,slot_40,cat,2,fox,interaction_with_objects_or_people,long,round_5,28,"Against a misty hillside, a familiar voice with an upright tail defines striped hearthside-prowler; its full body stays visible."
